,draft_id,treatment,control,pack_number,pick_number,color_identity,W_mean,U_mean,B_mean,R_mean,G_mean,event_match_wins,event_match_losses,W_id,U_id,B_id,R_id,G_id
4,5fd0b5fdc94d41a598b4f81a7131ff73,False,True,0,4,"['B', 'R']",4.110143809010854,5.921175878863748,6.371872432105386,7.338738599230849,,2,3,0,0,1,1,0
7,5fd0b5fdc94d41a598b4f81a7131ff73,False,True,0,7,"['W', 'B']",,5.1362890404636135,4.176257307056705,6.7908303143297015,7.402078693392725,2,3,1,0,1,0,0
9,5fd0b5fdc94d41a598b4f81a7131ff73,False,True,0,9,"['W', 'B']",,4.9360832647006,6.271439424408992,6.986564538730338,,2,3,1,0,1,0,0
10,5fd0b5fdc94d41a598b4f81a7131ff73,False,True,0,10,"['W', 'B']",5.732261190226856,4.260039115084707,,,,2,3,1,0,1,0,0
33,5fd0b5fdc94d41a598b4f81a7131ff73,False,True,2,5,"['W', 'B']",2.8709561949080498,5.540588325373665,4.591257608094222,3.6027212139264417,5.630943630915362,2,3,1,0,1,0,0
40,5fd0b5fdc94d41a598b4f81a7131ff73,False,True,2,12,"['W', 'B']",6.819422721455993,3.9549519926344874,,,,2,3,1,0,1,0,0
41,5fd0b5fdc94d41a598b4f81a7131ff73,True,False,2,13,"['W', 'B']",,3.440436716538617,,,,2,3,1,0,1,0,0
48,6c13554a53ff4ec99eb95184a4fa246c,False,True,0,6,"['B', 'G']",4.555513319102897,7.793513839982859,3.299463389302406,8.268224364510631,5.659217896962383,0,0,0,0,1,0,1
62,6c13554a53ff4ec99eb95184a4fa246c,True,False,1,6,"['B', 'R']",,6.467436189455892,,7.6450289004241645,7.0254252678733575,0,0,0,0,1,1,0
64,6c13554a53ff4ec99eb95184a4fa246c,True,False,1,8,"['B', 'R']",5.560605738958433,,,8.268224364510631,,0,0,0,0,1,1,0
65,6c13554a53ff4ec99eb95184a4fa246c,False,True,1,9,"['B', 'R']",,5.742805503669578,,3.119778092188547,7.693606542960162,0,0,0,0,1,1,0
68,6c13554a53ff4ec99eb95184a4fa246c,True,False,1,12,"['B', 'G']",5.503456677326024,,,,,0,0,0,0,1,0,1
104,5946b3adedbb4a7d8dd8cb96bfde7632,False,True,1,6,"['U', 'R']",2.8709561949080498,5.921309973075349,4.795824777549623,3.6027212139264417,5.373984780881204,4,3,0,1,0,1,0
105,5946b3adedbb4a7d8dd8cb96bfde7632,False,True,1,7,"['U', 'R']",,6.766347080579484,6.793850996386851,8.268224364510631,5.630943630915362,4,3,0,1,0,1,0
107,5946b3adedbb4a7d8dd8cb96bfde7632,False,True,1,9,"['U', 'R']",,6.921011058451817,3.167477575877933,6.877293449212872,4.474529485570891,4,3,0,1,0,1,0
108,5946b3adedbb4a7d8dd8cb96bfde7632,False,True,1,10,"['U', 'R']",4.555513319102897,,6.169298863293431,8.268224364510631,,4,3,0,1,0,1,0
116,5946b3adedbb4a7d8dd8cb96bfde7632,False,True,2,4,"['U', 'R']",3.2926282402528826,4.104837549475875,8.299559126601102,7.295671735344101,,4,3,0,1,0,1,0
117,5946b3adedbb4a7d8dd8cb96bfde7632,False,True,2,5,"['U', 'R']",5.102711238984962,5.083761054733498,3.0758617360495757,8.268224364510631,,4,3,0,1,0,1,0
118,5946b3adedbb4a7d8dd8cb96bfde7632,False,True,2,6,"['U', 'R']",3.3852853297004213,6.517059301380991,4.795824777549623,7.302798031153179,7.693606542960162,4,3,0,1,0,1,0
119,5946b3adedbb4a7d8dd8cb96bfde7632,False,True,2,7,"['U', 'R']",6.819422721455993,2.620159208261618,5.733518351239518,6.7072988297744,7.402078693392725,4,3,0,1,0,1,0
120,5946b3adedbb4a7d8dd8cb96bfde7632,False,True,2,8,"['U', 'R']",,6.078027205272119,6.636891050251685,7.095835628247803,4.23627604750168,4,3,0,1,0,1,0
122,5946b3adedbb4a7d8dd8cb96bfde7632,False,True,2,10,"['U', 'R']",4.555513319102897,5.1362890404636135,,,6.511693514260728,4,3,0,1,0,1,0
134,a5b372eaada749b6b8ef22f40b07934f,True,False,0,8,"['G', 'U']",,,5.951955868472332,5.767983520426236,,4,3,0,1,0,0,1
135,a5b372eaada749b6b8ef22f40b07934f,False,True,0,9,"['G', 'U']",4.555513319102897,,6.793850996386851,8.342287835904752,7.0254252678733575,4,3,0,1,0,0,1
136,a5b372eaada749b6b8ef22f40b07934f,False,True,0,10,"['G', 'U']",,4.538467258216428,4.176257307056705,6.7072988297744,6.511693514260728,4,3,0,1,0,0,1
145,a5b372eaada749b6b8ef22f40b07934f,False,True,1,5,"['G', 'U']",5.9218064536290616,7.2000562271577175,,7.379348338856538,,4,3,0,1,0,0,1
146,a5b372eaada749b6b8ef22f40b07934f,False,True,1,6,"['G', 'U']",,,4.09399912071849,5.731105204595611,5.687492163009404,4,3,0,1,0,0,1
147,a5b372eaada749b6b8ef22f40b07934f,False,True,1,7,"['G', 'U']",,7.2000562271577175,2.9842458962212186,7.704632565005348,5.221703847291126,4,3,0,1,0,0,1
159,a5b372eaada749b6b8ef22f40b07934f,False,True,2,5,"['G', 'U']",6.819422721455993,6.263166736665267,6.532645210397922,3.119778092188547,6.037378254614961,4,3,0,1,0,0,1
161,a5b372eaada749b6b8ef22f40b07934f,False,True,2,7,"['G', 'U']",6.819422721455993,,4.848824650447482,5.130409428844306,5.630943630915362,4,3,0,1,0,0,1
162,a5b372eaada749b6b8ef22f40b07934f,False,True,2,8,"['G', 'U']",,4.260039115084707,4.176257307056705,5.718343566176911,,4,3,0,1,0,0,1
163,a5b372eaada749b6b8ef22f40b07934f,True,False,2,9,"['G', 'U']",5.742449886285503,,,5.3964815827193675,,4,3,0,1,0,0,1
164,a5b372eaada749b6b8ef22f40b07934f,False,True,2,10,"['G', 'U']",,,,5.468582728785604,5.659928240133018,4,3,0,1,0,0,1
175,3c57bae82fa34a31b9ecf93e2d99385d,False,True,0,7,"['U', 'W']",6.066453474767958,6.115212545721236,4.795824777549623,7.827081026802956,,7,2,1,1,0,0,0
187,3c57bae82fa34a31b9ecf93e2d99385d,False,True,1,5,"['U', 'W']",5.247394306532697,6.574313340782554,3.167477575877933,7.167205566620968,7.116048962937776,7,2,1,1,0,0,0
188,3c57bae82fa34a31b9ecf93e2d99385d,False,True,1,6,"['U', 'W']",4.608878481461869,5.205724327002255,4.176257307056705,8.895006784260515,,7,2,1,1,0,0,0
190,3c57bae82fa34a31b9ecf93e2d99385d,False,True,1,8,"['U', 'W']",5.742449886285503,6.517059301380991,4.795824777549623,7.095835628247803,,7,2,1,1,0,0,0
193,3c57bae82fa34a31b9ecf93e2d99385d,False,True,1,11,"['U', 'W']",,7.2000562271577175,4.791639782468431,,,7,2,1,1,0,0,0
206,3c57bae82fa34a31b9ecf93e2d99385d,False,True,2,10,"['U', 'W']",5.742449886285503,,4.791639782468431,8.895006784260515,,7,2,1,1,0,0,0
219,7f6acd564afb4f029b7a26e6fa2e3a30,False,True,0,9,"['B', 'W']",,5.062539503718095,,8.895006784260515,6.895668960886352,3,3,1,0,1,0,0
230,7f6acd564afb4f029b7a26e6fa2e3a30,False,True,1,6,"['W', 'B']",,5.145593885839722,5.716357913900654,,4.4196420852425,3,3,1,0,1,0,0
231,7f6acd564afb4f029b7a26e6fa2e3a30,False,True,1,7,"['W', 'B']",,5.388549208232849,,8.02901572931695,,3,3,1,0,1,0,0
233,7f6acd564afb4f029b7a26e6fa2e3a30,False,True,1,9,"['W', 'B']",,5.987772849078694,5.951955868472332,,,3,3,1,0,1,0,0
246,7f6acd564afb4f029b7a26e6fa2e3a30,False,True,2,8,"['W', 'B']",,5.536742343886171,8.299559126601102,6.71616251723299,4.4196420852425,3,3,1,0,1,0,0
249,7f6acd564afb4f029b7a26e6fa2e3a30,True,False,2,11,"['W', 'B']",,4.784923138887025,,8.883181524065503,,3,3,1,0,1,0,0
259,76dd123d6fc547938219881566fe96fb,False,True,0,7,"['G', 'B']",4.549775667780433,,6.288558391804055,8.268224364510631,5.543889054143445,3,3,0,0,1,0,1
260,76dd123d6fc547938219881566fe96fb,True,False,0,8,"['G', 'B']",3.835604989070336,8.396405120695356,,7.736925892822171,,3,3,0,0,1,0,1
271,76dd123d6fc547938219881566fe96fb,False,True,1,5,"['G', 'B']",,5.870214099606663,6.908296861106827,3.119778092188547,5.630943630915362,3,3,0,0,1,0,1
274,76dd123d6fc547938219881566fe96fb,False,True,1,8,"['G', 'B']",4.96859916937928,7.456732211038173,,6.752288632208347,,3,3,0,0,1,0,1
275,76dd123d6fc547938219881566fe96fb,False,True,1,9,"['G', 'B']",,7.2000562271577175,,,6.544785428201065,3,3,0,0,1,0,1
285,76dd123d6fc547938219881566fe96fb,False,True,2,5,"['G', 'B']",3.5014685945695283,7.373639516739111,,6.71144906677294,6.013908296173971,3,3,0,0,1,0,1
287,76dd123d6fc547938219881566fe96fb,False,True,2,7,"['G', 'B']",6.819422721455993,,6.793850996386851,5.694001228349589,5.221703847291126,3,3,0,0,1,0,1
288,76dd123d6fc547938219881566fe96fb,False,True,2,8,"['G', 'B']",,,,7.407800750673474,5.630943630915362,3,3,0,0,1,0,1
290,76dd123d6fc547938219881566fe96fb,False,True,2,10,"['G', 'B']",5.576646983906449,,,4.917970304710769,7.791540544846264,3,3,0,0,1,0,1
301,7b39224e9a5f4f5189323599a6364cb2,False,True,0,7,"['W', 'G']",5.617754800590842,4.784923138887025,8.299559126601102,7.167205566620968,7.402078693392725,7,2,1,0,0,0,1
302,7b39224e9a5f4f5189323599a6364cb2,True,False,0,8,"['W', 'G']",,6.249724379196229,4.795824777549623,7.192972002281426,,7,2,1,0,0,0,1
314,7b39224e9a5f4f5189323599a6364cb2,False,True,1,6,"['U', 'W']",,5.3287641853648315,,,4.883271082221604,7,2,1,1,0,0,0
318,7b39224e9a5f4f5189323599a6364cb2,False,True,1,10,"['U', 'W']",,6.312506894345534,,,4.750281995661605,7,2,1,1,0,0,0
343,600a76f274c14061b9ba8c1b737a16a7,True,False,0,7,"['U', 'G']",,4.260039115084707,6.162852365851345,5.368717002200778,7.432741859920356,1,3,0,1,0,0,1
344,600a76f274c14061b9ba8c1b737a16a7,True,False,0,8,"['U', 'G']",,,6.037146339898634,5.764689374704965,,1,3,0,1,0,0,1
345,600a76f274c14061b9ba8c1b737a16a7,True,False,0,9,"['U', 'R']",,,3.794807761371468,6.7072988297744,,1,3,0,1,0,1,0
356,600a76f274c14061b9ba8c1b737a16a7,False,True,1,6,"['U', 'R']",5.742449886285503,4.538467258216428,7.442893212535274,6.700063163207096,3.63141823648236,1,3,0,1,0,1,0
357,600a76f274c14061b9ba8c1b737a16a7,False,True,1,7,"['U', 'R']",,5.5487150166162795,4.802747231609121,6.545604684333008,,1,3,0,1,0,1,0
359,600a76f274c14061b9ba8c1b737a16a7,True,False,1,9,"['U', 'R']",6.266965923351675,,,7.487761597142516,,1,3,0,1,0,1,0
369,600a76f274c14061b9ba8c1b737a16a7,False,True,2,5,"['U', 'R']",5.742449886285503,5.5725037126532255,4.8472770881000455,7.654730923149476,5.929934535688906,1,3,0,1,0,1,0
371,600a76f274c14061b9ba8c1b737a16a7,False,True,2,7,"['U', 'R']",5.576646983906449,7.094136050978858,5.139176067065739,7.638691865995547,,1,3,0,1,0,1,0
375,600a76f274c14061b9ba8c1b737a16a7,False,True,2,11,"['U', 'R']",7.750222094855997,,4.791639782468431,7.167205566620968,,1,3,0,1,0,1,0
398,b0fc72acd3d1447599e5ba0fb166c47e,True,False,1,6,"['U', 'G']",3.705830952781045,7.190622559270364,6.809691930983429,6.438402425734336,6.588861114498232,2,3,0,1,0,0,1
411,b0fc72acd3d1447599e5ba0fb166c47e,False,True,2,5,"['U', 'R']",,5.602939158981075,4.850776739285918,8.108302671572549,6.511693514260728,2,3,0,1,0,1,0
412,b0fc72acd3d1447599e5ba0fb166c47e,False,True,2,6,"['U', 'R']",,5.370335467726242,5.631972611135105,8.495742097819026,,2,3,0,1,0,1,0
413,b0fc72acd3d1447599e5ba0fb166c47e,False,True,2,7,"['U', 'R']",,5.162559745914281,5.716357913900654,7.348108121912842,,2,3,0,1,0,1,0
425,a8f19db9e75c47dba4bcd9e545fd0416,False,True,0,5,"['U', 'W']",4.96859916937928,,4.795824777549623,6.741854786547205,6.373496296926569,5,3,1,1,0,0,0
427,a8f19db9e75c47dba4bcd9e545fd0416,False,True,0,7,"['U', 'W']",5.503456677326024,5.1362890404636135,4.176257307056705,7.56709356066717,6.588861114498232,5,3,1,1,0,0,0
430,a8f19db9e75c47dba4bcd9e545fd0416,False,True,0,10,"['U', 'W']",,,6.547691952075363,,5.630943630915362,5,3,1,1,0,0,0
431,a8f19db9e75c47dba4bcd9e545fd0416,True,False,0,11,"['U', 'W']",,,5.480469322880931,,,5,3,1,1,0,0,0
440,a8f19db9e75c47dba4bcd9e545fd0416,False,True,1,6,"['U', 'W']",6.391191438466585,5.761234307168837,,7.450302705188137,5.8191773704472025,5,3,1,1,0,0,0
442,a8f19db9e75c47dba4bcd9e545fd0416,False,True,1,8,"['U', 'W']",,,,6.877293449212872,4.90109883484412,5,3,1,1,0,0,0
454,a8f19db9e75c47dba4bcd9e545fd0416,False,True,2,6,"['U', 'W']",6.819422721455993,6.517059301380991,4.176257307056705,7.051423432997841,7.402078693392725,5,3,1,1,0,0,0
455,a8f19db9e75c47dba4bcd9e545fd0416,False,True,2,7,"['U', 'W']",4.76255497742108,,3.167477575877933,5.440053614894531,5.373733599710068,5,3,1,1,0,0,0
456,a8f19db9e75c47dba4bcd9e545fd0416,True,False,2,8,"['U', 'W']",,8.396405120695356,5.461587173620137,6.414455062038436,7.432741859920356,5,3,1,1,0,0,0
467,7346ecc97139488788bf9af27acbdadd,False,True,0,5,"['W', 'R']",6.882301031684662,5.014414211265649,,7.601932831942673,,3,3,1,0,0,1,0
470,7346ecc97139488788bf9af27acbdadd,False,True,0,8,"['R', 'W']",5.576646983906449,7.190622559270364,5.106701823477669,8.895006784260515,,3,3,1,0,0,1,0
481,7346ecc97139488788bf9af27acbdadd,False,True,1,5,"['R', 'W']",,6.454882355873045,5.014047150712416,,,3,3,1,0,0,1,0
483,7346ecc97139488788bf9af27acbdadd,False,True,1,7,"['R', 'W']",3.835604989070336,,4.795824777549623,8.883181524065503,5.168139661756683,3,3,1,0,0,1,0
484,7346ecc97139488788bf9af27acbdadd,False,True,1,8,"['R', 'W']",,7.094136050978858,5.453666706321847,7.02384406088838,,3,3,1,0,0,1,0
497,7346ecc97139488788bf9af27acbdadd,False,True,2,7,"['R', 'W']",4.305473961913839,,4.691448695281327,6.7072988297744,7.791540544846264,3,3,1,0,0,1,0
509,9c6def35aa6b4dc19caa93c80e4fab37,False,True,0,5,"['G', 'W']",3.4134692101254807,5.1362890404636135,3.604352610343563,6.93800147001794,4.23627604750168,4,3,1,0,0,0,1
511,9c6def35aa6b4dc19caa93c80e4fab37,False,True,0,7,"['G', 'W']",6.266965923351675,5.939529594932941,8.299559126601102,8.895006784260515,7.0254252678733575,4,3,1,0,0,0,1
514,9c6def35aa6b4dc19caa93c80e4fab37,True,False,0,10,"['G', 'R']",,,4.176257307056705,7.750284072952523,7.0254252678733575,4,3,0,0,0,1,1
515,9c6def35aa6b4dc19caa93c80e4fab37,True,False,0,11,"['G', 'R']",,,3.055613395800798,7.450302705188137,,4,3,0,0,0,1,1
522,9c6def35aa6b4dc19caa93c80e4fab37,False,True,1,4,"['G', 'B']",3.1709778345317243,,6.426165117782298,8.895006784260515,3.245855758880517,4,3,0,0,1,0,1
540,9c6def35aa6b4dc19caa93c80e4fab37,False,True,2,8,"['G', 'B']",3.705830952781045,5.586611749219762,4.8472770881000455,,7.0254252678733575,4,3,0,0,1,0,1
552,4e5fd26f6d584281ba1709f81b99c8af,False,True,0,6,"['G', 'R']",5.503456677326024,5.918420918616986,6.288558391804055,7.295671735344101,4.23627604750168,6,3,0,0,0,1,1
554,4e5fd26f6d584281ba1709f81b99c8af,True,False,0,8,"['G', 'R']",4.077433158979151,,8.299559126601102,6.345906430744687,,6,3,0,0,0,1,1
557,4e5fd26f6d584281ba1709f81b99c8af,False,True,0,11,"['G', 'R']",,,4.791639782468431,,7.0254252678733575,6,3,0,0,0,1,1
564,4e5fd26f6d584281ba1709f81b99c8af,False,True,1,4,"['G', 'R']",,6.797202470479303,2.5009027598658755,5.961976171701165,7.0254252678733575,6,3,0,0,0,1,1
578,4e5fd26f6d584281ba1709f81b99c8af,False,True,2,4,"['G', 'R']",4.96859916937928,6.766347080579484,2.9842458962212186,6.9399241947989445,6.588861114498232,6,3,0,0,0,1,1
579,4e5fd26f6d584281ba1709f81b99c8af,False,True,2,5,"['G', 'R']",5.819315035545638,,6.060318491831263,6.7072988297744,3.245855758880517,6,3,0,0,0,1,1
580,4e5fd26f6d584281ba1709f81b99c8af,False,True,2,6,"['G', 'R']",,5.603282919316627,6.097200868228272,8.047652695656794,6.511693514260728,6,3,0,0,0,1,1
585,4e5fd26f6d584281ba1709f81b99c8af,False,True,2,11,"['G', 'R']",,,5.13539852198761,,,6,3,0,0,0,1,1
594,b11fb76c21144a4286e146315215ffcc,False,True,0,6,"['G', 'U']",4.899160364364793,,4.791639782468431,6.877293449212872,7.402078693392725,1,3,0,1,0,0,1
608,b11fb76c21144a4286e146315215ffcc,True,False,1,6,"['G', 'U']",3.9644875515503286,5.1362890404636135,7.1683527332498675,6.906647356276695,7.432741859920356,1,3,0,1,0,0,1
621,b11fb76c21144a4286e146315215ffcc,False,True,2,5,"['G', 'B']",4.7054059157886705,8.040948127791138,5.480469322880931,5.6940340302718155,7.432741859920356,1,3,0,0,1,0,1
622,b11fb76c21144a4286e146315215ffcc,False,True,2,6,"['G', 'B']",2.89573145283423,7.094136050978858,,6.414455062038436,5.169551597420782,1,3,0,0,1,0,1
624,b11fb76c21144a4286e146315215ffcc,False,True,2,8,"['G', 'B']",4.8120336863135185,5.761234307168837,,7.095835628247803,7.0254252678733575,1,3,0,0,1,0,1
635,450040d34239499c956ebef387004766,False,True,0,5,"['U', 'R']",3.3571014492753624,5.5725037126532255,3.9236265891346145,6.414455062038436,5.630943630915362,7,0,0,1,0,1,0
636,450040d34239499c956ebef387004766,False,True,0,6,"['U', 'R']",4.877267727657783,5.361450394841688,7.442893212535274,8.895006784260515,,7,0,0,1,0,1,0
639,450040d34239499c956ebef387004766,False,True,0,9,"['U', 'R']",4.785936285936286,,6.793850996386851,8.883181524065503,,7,0,0,1,0,1,0
649,450040d34239499c956ebef387004766,False,True,1,5,"['U', 'R']",4.19103418975238,4.784923138887025,6.117266497501852,3.712901663168093,5.857207055673761,7,0,0,1,0,1,0
651,450040d34239499c956ebef387004766,False,True,1,7,"['U', 'R']",,5.182579231489374,6.271439424408992,,4.672677815837195,7,0,0,1,0,1,0
663,450040d34239499c956ebef387004766,False,True,2,5,"['U', 'R']",,6.517059301380991,4.791639782468431,6.414455062038436,3.63141823648236,7,0,0,1,0,1,0
665,450040d34239499c956ebef387004766,False,True,2,7,"['U', 'R']",,5.609100626049779,,6.127287925854899,5.630769465167713,7,0,0,1,0,1,0
667,450040d34239499c956ebef387004766,True,False,2,9,"['U', 'R']",,8.396405120695356,,,5.687492163009404,7,0,0,1,0,1,0
678,49938bd5c1954f3e9206ccd39c569035,True,False,0,6,"['U', 'R']",4.555513319102897,,5.80957525979599,8.03110617544074,5.580604873928445,2,3,0,1,0,1,0
679,49938bd5c1954f3e9206ccd39c569035,True,False,0,7,"['U', 'R']",,5.843547516198704,3.604352610343563,7.40691452442182,5.687492163009404,2,3,0,1,0,1,0
692,49938bd5c1954f3e9206ccd39c569035,False,True,1,6,"['U', 'R']",6.266965923351675,5.761234307168837,6.169298863293431,5.404368645707948,,2,3,0,1,0,1,0
693,49938bd5c1954f3e9206ccd39c569035,False,True,1,7,"['U', 'R']",3.907355154251317,,,6.726126020304852,7.0254252678733575,2,3,0,1,0,1,0
694,49938bd5c1954f3e9206ccd39c569035,False,True,1,8,"['U', 'R']",6.266965923351675,8.396405120695356,,6.94168404192698,4.821894336030462,2,3,0,1,0,1,0
704,49938bd5c1954f3e9206ccd39c569035,False,True,2,4,"['U', 'R']",2.537111517367459,6.901061893591205,4.840265166749951,7.232343781394414,,2,3,0,1,0,1,0
707,49938bd5c1954f3e9206ccd39c569035,False,True,2,7,"['U', 'R']",,7.190622559270364,5.20102040403045,7.276648605793861,4.750281995661605,2,3,0,1,0,1,0
710,49938bd5c1954f3e9206ccd39c569035,False,True,2,10,"['U', 'R']",,6.517059301380991,4.591257608094222,6.202398255813954,,2,3,0,1,0,1,0
719,748b02ae95eb4deda4975f68c8b07db4,False,True,0,5,"['G', 'U']",3.835604989070336,5.954968452589863,,7.827081026802956,4.947190831564161,7,2,0,1,0,0,1
720,748b02ae95eb4deda4975f68c8b07db4,False,True,0,6,"['G', 'U']",,4.923325432152234,3.167477575877933,6.414455062038436,6.373496296926569,7,2,0,1,0,0,1
725,748b02ae95eb4deda4975f68c8b07db4,False,True,0,11,"['G', 'B']",5.576646983906449,4.260039115084707,,,,7,2,0,0,1,0,1
726,748b02ae95eb4deda4975f68c8b07db4,True,False,0,12,"['G', 'B']",,4.923325432152234,,,,7,2,0,0,1,0,1
733,748b02ae95eb4deda4975f68c8b07db4,False,True,1,5,"['G', 'B']",4.96859916937928,5.083761054733498,6.288558391804055,6.244884621987792,6.076180344527165,7,2,0,0,1,0,1
735,748b02ae95eb4deda4975f68c8b07db4,True,False,1,7,"['G', 'B']",,6.517059301380991,4.612456129547114,7.909411411720108,,7,2,0,0,1,0,1
736,748b02ae95eb4deda4975f68c8b07db4,False,True,1,8,"['G', 'U']",5.051285456211005,4.784923138887025,,7.450302705188137,7.116048962937776,7,2,0,1,0,0,1
748,748b02ae95eb4deda4975f68c8b07db4,True,False,2,6,"['G', 'B']",6.266965923351675,8.218676624243248,,,6.454392692700753,7,2,0,0,1,0,1
750,748b02ae95eb4deda4975f68c8b07db4,False,True,2,8,"['G', 'B']",,4.858093149901662,6.461966731812218,,,7,2,0,0,1,0,1
761,7615525f85664ccdb25f55498b614abd,False,True,0,5,"['B', 'U']",7.008594009103836,7.094136050978858,8.299559126601102,7.366864191539825,3.727028978034443,4,3,0,1,1,0,0
775,7615525f85664ccdb25f55498b614abd,False,True,1,5,"['U', 'B']",4.694142813074599,5.315160259375262,4.57743199708834,5.022232070315385,6.690090333931049,4,3,0,1,1,0,0
777,7615525f85664ccdb25f55498b614abd,False,True,1,7,"['U', 'B']",5.411239621227287,5.388549208232849,7.234428994947266,,,4,3,0,1,1,0,0
778,7615525f85664ccdb25f55498b614abd,False,True,1,8,"['U', 'B']",,5.1362890404636135,6.288558391804055,7.617655912213009,4.474529485570891,4,3,0,1,1,0,0
791,7615525f85664ccdb25f55498b614abd,False,True,2,7,"['U', 'B']",3.705830952781045,5.586611749219762,4.668388219585682,7.827081026802956,7.0254252678733575,4,3,0,1,1,0,0
792,7615525f85664ccdb25f55498b614abd,False,True,2,8,"['U', 'B']",5.08663405984687,7.2307427487196065,,,7.5478426181764435,4,3,0,1,1,0,0
794,7615525f85664ccdb25f55498b614abd,False,True,2,10,"['U', 'B']",4.555513319102897,6.115212545721236,,,,4,3,0,1,1,0,0
804,1ec2eaca7b7347b7b2137694e7fddb5c,False,True,0,6,"['W', 'B']",3.3571014492753624,5.23983914391765,4.176257307056705,,5.5302661169415295,2,3,1,0,1,0,0
808,1ec2eaca7b7347b7b2137694e7fddb5c,False,True,0,10,"['W', 'B']",5.6229532818057635,4.538467258216428,6.472305439801779,,,2,3,1,0,1,0,0
809,1ec2eaca7b7347b7b2137694e7fddb5c,False,True,0,11,"['W', 'B']",,5.729739158334122,,,,2,3,1,0,1,0,0
810,1ec2eaca7b7347b7b2137694e7fddb5c,False,True,0,12,"['W', 'B']",,4.260039115084707,,,,2,3,1,0,1,0,0
818,1ec2eaca7b7347b7b2137694e7fddb5c,False,True,1,6,"['W', 'B']",,5.236005647007739,6.445408367347662,7.232343781394414,,2,3,1,0,1,0,0
819,1ec2eaca7b7347b7b2137694e7fddb5c,False,True,1,7,"['W', 'B']",6.266965923351675,5.062657465411402,6.472305439801779,,6.5929827880756875,2,3,1,0,1,0,0
821,1ec2eaca7b7347b7b2137694e7fddb5c,False,True,1,9,"['W', 'B']",,5.330641449160786,6.271439424408992,,,2,3,1,0,1,0,0
823,1ec2eaca7b7347b7b2137694e7fddb5c,False,True,1,11,"['W', 'B']",,4.260039115084707,6.169298863293431,7.450302705188137,,2,3,1,0,1,0,0
832,1ec2eaca7b7347b7b2137694e7fddb5c,False,True,2,6,"['W', 'B']",5.617754800590842,5.371463630590885,8.299559126601102,7.862979291892779,,2,3,1,0,1,0,0
846,3e80f028c10d47b79e2afee047d3e3d5,False,True,0,6,"['W', 'B']",4.061968679382668,7.2000562271577175,6.169298863293431,7.827081026802956,5.531695300034562,1,3,1,0,1,0,0
859,3e80f028c10d47b79e2afee047d3e3d5,False,True,1,5,"['W', 'R']",5.792913541963166,5.31552963790449,,8.268224364510631,7.432741859920356,1,3,1,0,0,1,0
860,3e80f028c10d47b79e2afee047d3e3d5,False,True,1,6,"['W', 'R']",,6.921011058451817,5.752888898415871,6.811404936754842,5.017861495073292,1,3,1,0,0,1,0
862,3e80f028c10d47b79e2afee047d3e3d5,False,True,1,8,"['W', 'R']",5.503456677326024,7.190622559270364,5.874280096097273,,,1,3,1,0,0,1,0
873,3e80f028c10d47b79e2afee047d3e3d5,False,True,2,5,"['W', 'R']",4.681548492212257,,4.795824777549623,7.188720736946805,,1,3,1,0,0,1,0
875,3e80f028c10d47b79e2afee047d3e3d5,False,True,2,7,"['W', 'R']",,6.230288873962373,6.298117097065497,8.268224364510631,,1,3,1,0,0,1,0
877,3e80f028c10d47b79e2afee047d3e3d5,False,True,2,9,"['W', 'R']",7.750222094855997,,5.5336321009793075,7.827081026802956,,1,3,1,0,0,1,0
880,3e80f028c10d47b79e2afee047d3e3d5,False,True,2,12,"['W', 'R']",,,4.791639782468431,7.167205566620968,,1,3,1,0,0,1,0
887,5dfcc2f6a2c346dead054c680bb460e0,False,True,0,5,"['G', 'W']",,8.396405120695356,5.388116808852203,7.497143296711962,5.630943630915362,1,3,1,0,0,0,1
888,5dfcc2f6a2c346dead054c680bb460e0,False,True,0,6,"['G', 'W']",3.674089853614722,7.190622559270364,,,5.630943630915362,1,3,1,0,0,0,1
889,5dfcc2f6a2c346dead054c680bb460e0,False,True,0,7,"['G', 'W']",,5.761234307168837,3.167477575877933,6.877293449212872,6.1140729324800756,1,3,1,0,0,0,1
891,5dfcc2f6a2c346dead054c680bb460e0,False,True,0,9,"['G', 'W']",,,3.2333770175196577,8.895006784260515,7.402078693392725,1,3,1,0,0,0,1
902,5dfcc2f6a2c346dead054c680bb460e0,False,True,1,6,"['G', 'U']",4.96859916937928,6.188793635544695,6.936336968767172,6.414455062038436,,1,3,0,1,0,0,1
903,5dfcc2f6a2c346dead054c680bb460e0,False,True,1,7,"['G', 'U']",5.576646983906449,7.078819713932097,3.0576631259484066,4.229866627796808,7.402078693392725,1,3,0,1,0,0,1
917,5dfcc2f6a2c346dead054c680bb460e0,False,True,2,7,"['G', 'U']",5.742449886285503,8.396405120695356,4.80966968566862,6.565308789635713,4.23627604750168,1,3,0,1,0,0,1
918,5dfcc2f6a2c346dead054c680bb460e0,True,False,2,8,"['G', 'U']",,,3.604352610343563,7.120768044420696,,1,3,0,1,0,0,1
919,5dfcc2f6a2c346dead054c680bb460e0,False,True,2,9,"['G', 'U']",,,4.791639782468431,6.71616251723299,7.6121412023833095,1,3,0,1,0,0,1
921,5dfcc2f6a2c346dead054c680bb460e0,False,True,2,11,"['G', 'U']",,,4.791639782468431,6.414455062038436,,1,3,0,1,0,0,1
