,draft_id,treatment,control,pack_number,pick_number,color_identity,W_mean,U_mean,B_mean,R_mean,G_mean,event_match_wins,event_match_losses,W_id,U_id,B_id,R_id,G_id
29023,19cace6f13d34eba81735625fc492f94,True,False,0,7,"['G', 'U']",6.387674612799571,,6.288558391804055,3.6027212139264417,5.630943630915362,1,3,0,1,0,0,1
29024,19cace6f13d34eba81735625fc492f94,True,False,0,8,"['G', 'U']",,6.180303408789848,3.167477575877933,,6.588861114498232,1,3,0,1,0,0,1
29037,19cace6f13d34eba81735625fc492f94,False,True,1,7,"['G', 'B']",5.742449886285503,4.784923138887025,3.167477575877933,8.895006784260515,7.432741859920356,1,3,0,0,1,0,1
29050,19cace6f13d34eba81735625fc492f94,False,True,2,6,"['G', 'B']",4.04396054119503,5.586611749219762,4.176257307056705,7.827081026802956,4.672677815837195,1,3,0,0,1,0,1
29051,19cace6f13d34eba81735625fc492f94,False,True,2,7,"['G', 'B']",6.510688042946325,6.517059301380991,,4.085664335664336,5.630943630915362,1,3,0,0,1,0,1
29063,3947d337e8e0471b976e919236e3dddb,False,True,0,5,"['G', 'U']",5.672035011901668,5.1362890404636135,,6.7072988297744,7.116048962937776,3,3,0,1,0,0,1
29064,3947d337e8e0471b976e919236e3dddb,False,True,0,6,"['G', 'U']",3.2562198193307093,6.575620385968394,5.838139511753729,6.7072988297744,,3,3,0,1,0,0,1
29065,3947d337e8e0471b976e919236e3dddb,False,True,0,7,"['G', 'U']",5.576646983906449,,6.793850996386851,6.660551209157566,5.592185665048962,3,3,0,1,0,0,1
29076,3947d337e8e0471b976e919236e3dddb,False,True,1,4,"['G', 'R']",6.152867706979447,6.175678556664922,4.529475045610409,8.268224364510631,7.213751980633042,3,3,0,0,0,1,1
29077,3947d337e8e0471b976e919236e3dddb,False,True,1,5,"['G', 'U']",4.724140419533274,6.888074035271521,6.097200868228272,7.3334311683809315,,3,3,0,1,0,0,1
29078,3947d337e8e0471b976e919236e3dddb,False,True,1,6,"['G', 'R']",3.155338189386056,7.176727511068336,6.793850996386851,6.821470064574557,5.221703847291126,3,3,0,0,0,1,1
29091,3947d337e8e0471b976e919236e3dddb,False,True,2,5,"['G', 'R']",3.155338189386056,7.2000562271577175,4.896968913602324,7.083232611210564,5.6454359355241905,3,3,0,0,0,1,1
29092,3947d337e8e0471b976e919236e3dddb,False,True,2,6,"['G', 'R']",3.4134692101254807,6.901091217479987,4.176257307056705,7.095835628247803,5.659928240133018,3,3,0,0,0,1,1
29094,3947d337e8e0471b976e919236e3dddb,False,True,2,8,"['G', 'R']",,6.517059301380991,6.844697373868269,8.268224364510631,,3,3,0,0,0,1,1
29096,3947d337e8e0471b976e919236e3dddb,False,True,2,10,"['G', 'R']",5.4923785761940955,,,8.883181524065503,4.821894336030462,3,3,0,0,0,1,1
29110,b62dd991f25c4d3fb4dae927368657f1,False,True,0,10,"['B', 'G']",3.6458357398636942,,4.176257307056705,,,6,3,0,0,1,0,1
29111,b62dd991f25c4d3fb4dae927368657f1,False,True,0,11,"['B', 'G']",3.705830952781045,,4.176257307056705,,,6,3,0,0,1,0,1
29120,b62dd991f25c4d3fb4dae927368657f1,False,True,1,6,"['B', 'G']",,6.59066412979119,6.184320146318632,7.7793026883803424,5.630943630915362,6,3,0,0,1,0,1
29121,b62dd991f25c4d3fb4dae927368657f1,False,True,1,7,"['B', 'G']",,5.314235327542864,5.879075888036018,8.895006784260515,,6,3,0,0,1,0,1
29125,b62dd991f25c4d3fb4dae927368657f1,False,True,1,11,"['B', 'G']",3.9644875515503286,8.396405120695356,6.809691930983429,,,6,3,0,0,1,0,1
29134,b62dd991f25c4d3fb4dae927368657f1,False,True,2,6,"['B', 'G']",6.819422721455993,5.5725037126532255,4.80966968566862,8.355131275434228,6.588861114498232,6,3,0,0,1,0,1
29135,b62dd991f25c4d3fb4dae927368657f1,False,True,2,7,"['B', 'G']",6.217954080055345,,6.809691930983429,,7.0254252678733575,6,3,0,0,1,0,1
29139,b62dd991f25c4d3fb4dae927368657f1,True,False,2,11,"['B', 'G']",,,,7.617655912213009,,6,3,0,0,1,0,1
29147,2ec39afdc17247cd92b25d7c36eb67e4,True,False,0,5,"['W', 'B']",5.175689826130306,7.190622559270364,6.271439424408992,,3.245855758880517,7,1,1,0,1,0,0
29148,2ec39afdc17247cd92b25d7c36eb67e4,True,False,0,6,"['W', 'B']",5.61433219937879,,4.791639782468431,8.895006784260515,6.768559391067043,7,1,1,0,1,0,0
29162,2ec39afdc17247cd92b25d7c36eb67e4,False,True,1,6,"['B', 'W']",5.291465684379035,4.103043637697103,6.809691930983429,7.2730691667179705,7.432741859920356,7,1,1,0,1,0,0
29167,2ec39afdc17247cd92b25d7c36eb67e4,True,False,1,11,"['B', 'W']",,,,8.268224364510631,5.221703847291126,7,1,1,0,1,0,0
29177,2ec39afdc17247cd92b25d7c36eb67e4,False,True,2,7,"['B', 'W']",,,,6.409172031413445,5.654843827068851,7,1,1,0,1,0,0
29191,d502ec67ca1c4b97bd802b1ca13e43c4,False,True,0,7,"['W', 'B']",6.266965923351675,4.784923138887025,3.887942839344825,,7.0254252678733575,1,3,1,0,1,0,0
29206,d502ec67ca1c4b97bd802b1ca13e43c4,False,True,1,8,"['R', 'W']",,6.706330905687085,,8.895006784260515,4.728989947396403,1,3,1,0,0,1,0
29217,d502ec67ca1c4b97bd802b1ca13e43c4,True,False,2,5,"['R', 'W']",4.711777462021661,8.396405120695356,5.0999458219004055,8.883181524065503,4.23627604750168,1,3,1,0,0,1,0
29218,d502ec67ca1c4b97bd802b1ca13e43c4,False,True,2,6,"['R', 'W']",5.411239621227287,6.629219721756488,7.442893212535274,4.229866627796808,,1,3,1,0,0,1,0
29231,01fa876db2c146929c37a5144e871f94,False,True,0,5,"['W', 'G']",2.89573145283423,5.524544021806673,8.299559126601102,6.414455062038436,7.402078693392725,6,3,1,0,0,0,1
29236,01fa876db2c146929c37a5144e871f94,True,False,0,10,"['G', 'W']",,,6.420165924120988,7.617655912213009,,6,3,1,0,0,0,1
29246,01fa876db2c146929c37a5144e871f94,False,True,1,6,"['G', 'W']",,5.921309973075349,2.230546623794212,7.239751584343779,,6,3,1,0,0,0,1
29247,01fa876db2c146929c37a5144e871f94,False,True,1,7,"['G', 'W']",6.266965923351675,3.9549519926344874,8.299559126601102,6.906647356276695,7.0254252678733575,6,3,1,0,0,0,1
29258,01fa876db2c146929c37a5144e871f94,False,True,2,4,"['G', 'W']",3.705830952781045,3.440436716538617,4.562496638209444,6.935641299374714,6.069916613213598,6,3,1,0,0,0,1
29260,01fa876db2c146929c37a5144e871f94,False,True,2,6,"['G', 'W']",2.636124716282404,,4.4960366210234834,7.095835628247803,,6,3,1,0,0,0,1
29261,01fa876db2c146929c37a5144e871f94,False,True,2,7,"['G', 'W']",,,3.9458930663457465,7.141040765500065,7.432741859920356,6,3,1,0,0,0,1
29262,01fa876db2c146929c37a5144e871f94,False,True,2,8,"['G', 'W']",,,6.271439424408992,5.3964815827193675,,6,3,1,0,0,0,1
29263,01fa876db2c146929c37a5144e871f94,False,True,2,9,"['G', 'W']",,,2.9842458962212186,8.05776265272996,6.511693514260728,6,3,1,0,0,0,1
29273,6615167806a540bb845214f46e94b2ba,False,True,0,5,"['U', 'R']",4.765792154991576,6.517059301380991,7.800409416581371,6.7072988297744,7.0254252678733575,1,3,0,1,0,1,0
29275,6615167806a540bb845214f46e94b2ba,False,True,0,7,"['U', 'R']",5.742449886285503,6.312506894345534,4.113482416256844,7.164089704821109,7.0254252678733575,1,3,0,1,0,1,0
29286,6615167806a540bb845214f46e94b2ba,False,True,1,4,"['U', 'R']",5.557265594338741,5.34833928287951,2.9842458962212186,6.3759133799170815,5.659928240133018,1,3,0,1,0,1,0
29288,6615167806a540bb845214f46e94b2ba,False,True,1,6,"['U', 'R']",3.835604989070336,6.39333398818874,6.636891050251685,7.46145832752538,,1,3,0,1,0,1,0
29290,6615167806a540bb845214f46e94b2ba,False,True,1,8,"['U', 'R']",,6.853840930325678,5.120621830297624,5.782470414201184,,1,3,0,1,0,1,0
29301,6615167806a540bb845214f46e94b2ba,False,True,2,5,"['U', 'R']",4.739961342446719,5.650991220134008,,6.414455062038436,5.017861495073292,1,3,0,1,0,1,0
29303,6615167806a540bb845214f46e94b2ba,False,True,2,7,"['U', 'R']",6.819422721455993,,4.80966968566862,6.77774791376925,7.402078693392725,1,3,0,1,0,1,0
29305,6615167806a540bb845214f46e94b2ba,False,True,2,9,"['U', 'R']",6.459704982910595,5.958004122294744,,6.414455062038436,,1,3,0,1,0,1,0
29306,6615167806a540bb845214f46e94b2ba,True,False,2,10,"['U', 'R']",,,6.288558391804055,7.827081026802956,,1,3,0,1,0,1,0
29316,e399da3ccf804431a84f5ed109acda8f,False,True,0,6,"['B', 'W']",3.4305845710835507,4.367153782085258,7.442893212535274,8.889094154163008,6.511693514260728,2,3,1,0,1,0,0
29320,e399da3ccf804431a84f5ed109acda8f,False,True,0,10,"['B', 'W']",,5.816301654597643,6.271439424408992,,,2,3,1,0,1,0,0
29321,e399da3ccf804431a84f5ed109acda8f,True,False,0,11,"['B', 'W']",,4.260039115084707,,6.935641299374714,,2,3,1,0,1,0,0
29331,e399da3ccf804431a84f5ed109acda8f,False,True,1,7,"['B', 'W']",,4.784923138887025,7.442893212535274,7.450302705188137,7.010801487209294,2,3,1,0,1,0,0
29332,e399da3ccf804431a84f5ed109acda8f,False,True,1,8,"['B', 'W']",7.278926199607146,,6.793850996386851,7.827081026802956,4.4196420852425,2,3,1,0,1,0,0
29350,e399da3ccf804431a84f5ed109acda8f,True,False,2,12,"['B', 'W']",,6.517059301380991,,,,2,3,1,0,1,0,0
29357,d1692c1fe91f4d0d98873eef1e9257c8,True,False,0,5,"['U', 'G']",,7.2000562271577175,3.476584620067614,7.527217411364529,6.588861114498232,4,3,0,1,0,0,1
29386,d1692c1fe91f4d0d98873eef1e9257c8,False,True,2,6,"['U', 'B']",,5.178713425770125,4.795824777549623,3.119778092188547,7.0254252678733575,4,3,0,1,1,0,0
29388,d1692c1fe91f4d0d98873eef1e9257c8,False,True,2,8,"['U', 'B']",4.96859916937928,5.761234307168837,6.547691952075363,6.414455062038436,,4,3,0,1,1,0,0
29398,0b1e6cb3131a4cb99321e6c1894e6f09,True,False,0,4,"['G', 'B']",5.084922759240843,6.480645267163277,3.167477575877933,5.049348876224207,,5,3,0,0,1,0,1
29399,0b1e6cb3131a4cb99321e6c1894e6f09,False,True,0,5,"['R', 'G']",5.576646983906449,8.396405120695356,6.032094294567814,7.095835628247803,5.221703847291126,5,3,0,0,0,1,1
29400,0b1e6cb3131a4cb99321e6c1894e6f09,False,True,0,6,"['G', 'R']",5.4591134718391565,,4.299051814047074,6.906647356276695,6.069916613213598,5,3,0,0,0,1,1
29401,0b1e6cb3131a4cb99321e6c1894e6f09,False,True,0,7,"['G', 'R']",7.750222094855997,7.190622559270364,4.113482416256844,7.192972002281426,5.630943630915362,5,3,0,0,0,1,1
29405,0b1e6cb3131a4cb99321e6c1894e6f09,False,True,0,11,"['R', 'G']",,,4.795824777549623,7.199774674007691,,5,3,0,0,0,1,1
29413,0b1e6cb3131a4cb99321e6c1894e6f09,False,True,1,5,"['R', 'G']",5.293176984985061,4.661695198551726,4.980664286132392,6.877293449212872,5.2027205970867945,5,3,0,0,0,1,1
29415,0b1e6cb3131a4cb99321e6c1894e6f09,False,True,1,7,"['R', 'G']",5.61433219937879,5.761234307168837,5.801760341027736,7.442702257898397,7.693606542960162,5,3,0,0,0,1,1
29416,0b1e6cb3131a4cb99321e6c1894e6f09,False,True,1,8,"['R', 'G']",4.96859916937928,8.040948127791138,4.800654734068526,7.141040765500065,,5,3,0,0,0,1,1
29418,0b1e6cb3131a4cb99321e6c1894e6f09,False,True,1,10,"['R', 'G']",4.555513319102897,7.2000562271577175,,,,5,3,0,0,0,1,1
29429,0b1e6cb3131a4cb99321e6c1894e6f09,False,True,2,7,"['G', 'R']",,6.706330905687085,8.299559126601102,7.095835628247803,5.221703847291126,5,3,0,0,0,1,1
29434,0b1e6cb3131a4cb99321e6c1894e6f09,False,True,2,12,"['G', 'R']",,4.538467258216428,,8.108302671572549,,5,3,0,0,0,1,1
29443,1c58c6f568794c68a459d519c1042ebc,False,True,0,7,"['R', 'U']",5.955926504143148,4.784923138887025,4.795824777549623,6.921144327825704,4.23627604750168,7,2,0,1,0,1,0
29444,1c58c6f568794c68a459d519c1042ebc,False,True,0,8,"['R', 'U']",7.750222094855997,,4.795824777549623,7.617655912213009,7.432741859920356,7,2,0,1,0,1,0
29456,1c58c6f568794c68a459d519c1042ebc,False,True,1,6,"['R', 'U']",,6.706330905687085,3.925719086675211,6.803454150519861,6.690090333931049,7,2,0,1,0,1,0
29457,1c58c6f568794c68a459d519c1042ebc,False,True,1,7,"['R', 'U']",,8.396405120695356,5.387720631703403,8.188263518041591,3.727028978034443,7,2,0,1,0,1,0
29484,c383eb2ef78d48c79192804bfec4975a,False,True,0,6,"['W', 'B']",6.266965923351675,6.263166736665267,6.636891050251685,6.414455062038436,5.410099304437601,2,3,1,0,1,0,0
29496,c383eb2ef78d48c79192804bfec4975a,False,True,1,4,"['W', 'B']",,,4.795824777549623,5.680376472144911,6.511693514260728,2,3,1,0,1,0,0
29499,c383eb2ef78d48c79192804bfec4975a,False,True,1,7,"['B', 'W']",3.3571014492753624,6.706330905687085,8.299559126601102,6.39190619739837,,2,3,1,0,1,0,0
29514,c383eb2ef78d48c79192804bfec4975a,False,True,2,8,"['B', 'W']",,6.363012667781143,,6.877293449212872,5.659928240133018,2,3,1,0,1,0,0
29515,c383eb2ef78d48c79192804bfec4975a,False,True,2,9,"['B', 'W']",,4.784923138887025,,7.167205566620968,5.221703847291126,2,3,1,0,1,0,0
29518,c383eb2ef78d48c79192804bfec4975a,False,True,2,12,"['B', 'W']",,4.784923138887025,6.271439424408992,,,2,3,1,0,1,0,0
29543,b66d32de306a416da38f6f31869d4aa2,True,False,1,9,"['B', 'R']",,4.823576214524066,6.793850996386851,6.906647356276695,,3,3,0,0,1,1,0
29553,b66d32de306a416da38f6f31869d4aa2,True,False,2,5,"['B', 'U']",3.9644875515503286,6.0638725956712545,6.809691930983429,6.7072988297744,7.432741859920356,3,3,0,1,1,0,0
29555,b66d32de306a416da38f6f31869d4aa2,True,False,2,7,"['B', 'U']",,4.103043637697103,,5.02770969578163,6.956886103826727,3,3,0,1,1,0,0
29557,b66d32de306a416da38f6f31869d4aa2,True,False,2,9,"['B', 'U']",,,4.113482416256844,6.980043059555089,,3,3,0,1,1,0,0
29568,02d0e8fb574a49fb9031d8f62d1bded5,False,True,0,6,"['G', 'B']",5.560605738958433,,6.169298863293431,7.450302705188137,7.563174201440259,1,3,0,0,1,0,1
29571,02d0e8fb574a49fb9031d8f62d1bded5,False,True,0,9,"['G', 'B']",,5.273078723027931,,8.883181524065503,5.687492163009404,1,3,0,0,1,0,1
29572,02d0e8fb574a49fb9031d8f62d1bded5,False,True,0,10,"['G', 'B']",5.4923785761940955,,,,5.687492163009404,1,3,0,0,1,0,1
29581,02d0e8fb574a49fb9031d8f62d1bded5,False,True,1,5,"['G', 'B']",,5.652558682402311,6.192879630016163,6.71616251723299,7.0254252678733575,1,3,0,0,1,0,1
29582,02d0e8fb574a49fb9031d8f62d1bded5,False,True,1,6,"['G', 'B']",7.750222094855997,6.088035749014235,6.237908216828903,,5.017861495073292,1,3,0,0,1,0,1
29586,02d0e8fb574a49fb9031d8f62d1bded5,False,True,1,10,"['G', 'B']",4.555513319102897,6.706330905687085,7.800409416581371,,,1,3,0,0,1,0,1
29593,02d0e8fb574a49fb9031d8f62d1bded5,False,True,2,3,"['G', 'B']",4.665330588909322,3.928379979314233,6.472305439801779,7.083232611210564,5.017861495073292,1,3,0,0,1,0,1
29595,02d0e8fb574a49fb9031d8f62d1bded5,False,True,2,5,"['G', 'B']",3.7707179709256904,7.2000562271577175,,6.236267387751761,6.021643381473325,1,3,0,0,1,0,1
29596,02d0e8fb574a49fb9031d8f62d1bded5,False,True,2,6,"['G', 'B']",6.1980348526812215,2.93469237155244,2.9842458962212186,7.450302705188137,5.659928240133018,1,3,0,0,1,0,1
29598,02d0e8fb574a49fb9031d8f62d1bded5,True,False,2,8,"['G', 'B']",6.266965923351675,4.858093149901662,,6.806973093025547,,1,3,0,0,1,0,1
29609,84a4621fd485443691dfa6399fcde151,False,True,0,5,"['U', 'W']",,6.948476732478724,3.3859150931107482,6.175111322513732,5.722533676557928,1,1,1,1,0,0,0
29630,84a4621fd485443691dfa6399fcde151,True,False,1,12,"['U', 'R']",,,,8.895006784260515,,1,1,0,1,0,1,0
29631,84a4621fd485443691dfa6399fcde151,True,False,1,13,"['U', 'R']",,,,,,1,1,0,1,0,1,0
29637,84a4621fd485443691dfa6399fcde151,False,True,2,5,"['U', 'R']",5.144696481631154,5.586611749219762,3.604352610343563,5.285040398688342,5.659928240133018,1,1,0,1,0,1,0
29642,84a4621fd485443691dfa6399fcde151,True,False,2,10,"['U', 'R']",,,5.966956198246051,6.545604684333008,,1,1,0,1,0,1,0
29654,f1a0361394634906837fdea79e89b592,True,False,0,8,"['W', 'R']",,5.5725037126532255,,8.895006784260515,4.455273197456597,0,2,1,0,0,1,0
29667,f1a0361394634906837fdea79e89b592,False,True,1,7,"['W', 'G']",6.819422721455993,6.921011058451817,3.604352610343563,7.02384406088838,7.417410276656541,0,2,1,0,0,0,1
29680,f1a0361394634906837fdea79e89b592,False,True,2,6,"['W', 'G']",4.878606456022596,,6.472305439801779,5.634572965892705,,0,2,1,0,0,0,1
29681,f1a0361394634906837fdea79e89b592,False,True,2,7,"['W', 'G']",,5.273078723027931,6.793850996386851,6.7072988297744,,0,2,1,0,0,0,1
29697,612b40b9187c4a4b9614ebc9e490f0cb,False,True,0,9,"['U', 'G']",,,4.795824777549623,8.172654744724326,6.895668960886352,5,3,0,1,0,0,1
29710,612b40b9187c4a4b9614ebc9e490f0cb,False,True,1,8,"['U', 'G']",,7.793513839982859,5.141268564606334,,6.544785428201065,5,3,0,1,0,0,1
29711,612b40b9187c4a4b9614ebc9e490f0cb,False,True,1,9,"['U', 'G']",4.96859916937928,,6.793850996386851,,7.116048962937776,5,3,0,1,0,0,1
29714,612b40b9187c4a4b9614ebc9e490f0cb,True,False,1,12,"['U', 'G']",,,4.795824777549623,,,5,3,0,1,0,0,1
29721,612b40b9187c4a4b9614ebc9e490f0cb,False,True,2,5,"['U', 'G']",6.819422721455993,6.036870600757185,4.632339222053103,,5.894363389387486,5,3,0,1,0,0,1
29727,612b40b9187c4a4b9614ebc9e490f0cb,True,False,2,11,"['U', 'G']",,,,6.414455062038436,,5,3,0,1,0,0,1
29728,612b40b9187c4a4b9614ebc9e490f0cb,False,True,2,12,"['U', 'G']",,,4.791639782468431,,,5,3,0,1,0,0,1
29736,e8d40a218d3e461c93a401141d890315,False,True,0,6,"['U', 'W']",6.266965923351675,,4.791639782468431,7.366864191539825,5.463183190716364,6,3,1,1,0,0,0
29737,e8d40a218d3e461c93a401141d890315,False,True,0,7,"['U', 'W']",,5.614059597736518,4.791639782468431,7.095835628247803,,6,3,1,1,0,0,0
29738,e8d40a218d3e461c93a401141d890315,False,True,0,8,"['U', 'W']",6.266965923351675,4.260039115084707,5.799511257951754,7.617655912213009,,6,3,1,1,0,0,0
29739,e8d40a218d3e461c93a401141d890315,True,False,0,9,"['U', 'W']",,6.517059301380991,4.80966968566862,8.895006784260515,5.687492163009404,6,3,1,1,0,0,0
29750,e8d40a218d3e461c93a401141d890315,False,True,1,6,"['U', 'B']",,5.85961921473179,6.809691930983429,6.652717654253441,6.511693514260728,6,3,0,1,1,0,0
29761,e8d40a218d3e461c93a401141d890315,False,True,2,3,"['U', 'B']",4.350983273046708,5.0233945436751375,6.442048712630652,6.806973093025547,,6,3,0,1,1,0,0
29763,e8d40a218d3e461c93a401141d890315,False,True,2,5,"['U', 'B']",5.59548959164262,4.784923138887025,6.097200868228272,5.621543234327969,4.707260570521924,6,3,0,1,1,0,0
29779,46dadea064a349caba4bd772461814f1,False,True,0,7,"['W', 'U']",,7.456732211038173,,,4.750281995661605,2,3,1,1,0,0,0
29793,46dadea064a349caba4bd772461814f1,False,True,1,7,"['U', 'W']",,6.81377993850545,4.605346774245473,8.883181524065503,,2,3,1,1,0,0,0
29794,46dadea064a349caba4bd772461814f1,False,True,1,8,"['U', 'W']",5.617754800590842,,3.604352610343563,6.828415765167274,,2,3,1,1,0,0,0
29804,46dadea064a349caba4bd772461814f1,False,True,2,4,"['U', 'W']",7.750222094855997,4.426021247645575,6.595539033457249,6.937252198197684,6.690090333931049,2,3,1,1,0,0,0
29805,46dadea064a349caba4bd772461814f1,False,True,2,5,"['U', 'W']",5.503456677326024,4.707670662502264,2.5009027598658755,3.119778092188547,,2,3,1,1,0,0,0
29808,46dadea064a349caba4bd772461814f1,False,True,2,8,"['U', 'W']",,5.343240434263513,3.604352610343563,7.3521872380079145,,2,3,1,1,0,0,0
29809,46dadea064a349caba4bd772461814f1,True,False,2,9,"['U', 'W']",,,3.167477575877933,,7.402078693392725,2,3,1,1,0,0,0
29818,22623d2ef0a34b929b35f1b909b4a779,False,True,0,4,"['B', 'G']",5.617754800590842,3.859807755219732,3.604352610343563,7.900827070268605,6.511693514260728,7,2,0,0,1,0,1
29820,22623d2ef0a34b929b35f1b909b4a779,False,True,0,6,"['B', 'G']",4.96859916937928,6.984454416674291,6.097200868228272,6.545604684333008,5.687492163009404,7,2,0,0,1,0,1
29823,22623d2ef0a34b929b35f1b909b4a779,False,True,0,9,"['B', 'G']",,4.784923138887025,,6.740622991853861,7.0254252678733575,7,2,0,0,1,0,1
29835,22623d2ef0a34b929b35f1b909b4a779,False,True,1,7,"['B', 'G']",6.819422721455993,4.784923138887025,5.80066585672593,7.2621516342448516,,7,2,0,0,1,0,1
29836,22623d2ef0a34b929b35f1b909b4a779,True,False,1,8,"['B', 'G']",,5.987772849078694,,7.167205566620968,,7,2,0,0,1,0,1
29837,22623d2ef0a34b929b35f1b909b4a779,False,True,1,9,"['B', 'G']",,5.864544908743396,6.806096037914353,3.119778092188547,,7,2,0,0,1,0,1
29847,22623d2ef0a34b929b35f1b909b4a779,False,True,2,5,"['B', 'G']",7.750222094855997,8.040948127791138,5.6890246805840095,5.062140656976496,7.432741859920356,7,2,0,0,1,0,1
29850,22623d2ef0a34b929b35f1b909b4a779,False,True,2,8,"['B', 'G']",5.728026523818521,,5.20102040403045,6.094718818468177,,7,2,0,0,1,0,1
29862,d816f1ad940c465a98d87cceb48773e4,False,True,0,6,"['G', 'U']",4.6617928766859436,8.040948127791138,,7.916419203167533,6.5799438345405425,3,3,0,1,0,0,1
29875,d816f1ad940c465a98d87cceb48773e4,False,True,1,5,"['G', 'U']",,5.055485485434827,4.764984282875093,7.078800767481269,6.0209798156011285,3,3,0,1,0,0,1
29890,d816f1ad940c465a98d87cceb48773e4,False,True,2,6,"['G', 'U']",,7.373639516739111,6.472305439801779,6.71144906677294,5.659928240133018,3,3,0,1,0,0,1
29891,d816f1ad940c465a98d87cceb48773e4,False,True,2,7,"['G', 'U']",,,5.4065741786541945,6.740101135779003,7.0254252678733575,3,3,0,1,0,0,1
29893,d816f1ad940c465a98d87cceb48773e4,False,True,2,9,"['G', 'U']",4.555513319102897,5.761234307168837,,,5.017861495073292,3,3,0,1,0,0,1
29904,93f22be8d60746f1aef4bec3349f17bf,False,True,0,6,"['W', 'B']",5.617754800590842,4.260039115084707,4.4960366210234834,7.827081026802956,7.402078693392725,2,3,1,0,1,0,0
29906,93f22be8d60746f1aef4bec3349f17bf,False,True,0,8,"['W', 'B']",,5.864544908743396,,7.318289938114568,,2,3,1,0,1,0,0
29917,93f22be8d60746f1aef4bec3349f17bf,True,False,1,5,"['W', 'B']",6.280936303870748,,,5.680571049882067,5.858784479719906,2,3,1,0,1,0,0
29920,93f22be8d60746f1aef4bec3349f17bf,False,True,1,8,"['W', 'B']",,6.921011058451817,6.595539033457249,5.322160844917622,,2,3,1,0,1,0,0
29921,93f22be8d60746f1aef4bec3349f17bf,True,False,1,9,"['W', 'B']",,,8.299559126601102,8.895006784260515,5.659928240133018,2,3,1,0,1,0,0
29947,3b4fb4a707e94d9a99c5b200a1824e7c,False,True,0,7,"['B', 'W']",5.742449886285503,,4.9464555010738085,8.883181524065503,4.23627604750168,1,3,1,0,1,0,0
29959,3b4fb4a707e94d9a99c5b200a1824e7c,False,True,1,5,"['B', 'G']",3.1355288563795543,7.2000562271577175,4.795824777549623,7.638691865995547,5.4793059075163555,1,3,0,0,1,0,1
29973,3b4fb4a707e94d9a99c5b200a1824e7c,False,True,2,5,"['B', 'G']",5.9218064536290616,5.5725037126532255,5.650476606722016,8.883181524065503,5.221703847291126,1,3,0,0,1,0,1
29974,3b4fb4a707e94d9a99c5b200a1824e7c,False,True,2,6,"['B', 'G']",4.260000435326613,6.706330905687085,,7.450302705188137,4.820672966266812,1,3,0,0,1,0,1
29975,3b4fb4a707e94d9a99c5b200a1824e7c,False,True,2,7,"['B', 'G']",4.19103418975238,,,8.268224364510631,7.432741859920356,1,3,0,0,1,0,1
29977,3b4fb4a707e94d9a99c5b200a1824e7c,False,True,2,9,"['B', 'G']",5.949627774299033,,,6.24904549615372,7.116048962937776,1,3,0,0,1,0,1
29988,ae49d666fee2419c80e63814010566d5,True,False,0,6,"['U', 'W']",,6.888074035271521,6.472305439801779,8.203046702617021,4.474529485570891,7,2,1,1,0,0,0
29989,ae49d666fee2419c80e63814010566d5,True,False,0,7,"['U', 'W']",5.503456677326024,5.301773817480142,4.734381126297919,3.119778092188547,,7,2,1,1,0,0,0
29994,ae49d666fee2419c80e63814010566d5,True,False,0,12,"['U', 'W']",,,,4.680769230769231,,7,2,1,1,0,0,0
30006,ae49d666fee2419c80e63814010566d5,True,False,1,10,"['U', 'W']",,,,8.883181524065503,6.121359153141195,7,2,1,1,0,0,0
30017,ae49d666fee2419c80e63814010566d5,False,True,2,7,"['U', 'W']",,6.312506894345534,,7.009167107356468,4.427127211457456,7,2,1,1,0,0,0
30018,ae49d666fee2419c80e63814010566d5,False,True,2,8,"['U', 'W']",,,,6.522790134583775,4.474529485570891,7,2,1,1,0,0,0
30029,51d0193051d445e29a0dd50bd467adc4,False,True,0,5,"['W', 'R']",5.576646983906449,6.153816449993564,4.734381126297919,7.827081026802956,6.356458715441381,7,2,1,0,0,1,0
30031,51d0193051d445e29a0dd50bd467adc4,False,True,0,7,"['W', 'R']",6.066453474767958,7.206598442587811,,,5.205105117897311,7,2,1,0,0,1,0
30035,51d0193051d445e29a0dd50bd467adc4,False,True,0,11,"['W', 'R']",6.819422721455993,4.784923138887025,,8.883181524065503,,7,2,1,0,0,1,0
30043,51d0193051d445e29a0dd50bd467adc4,False,True,1,5,"['W', 'R']",6.266965923351675,7.456732211038173,3.604352610343563,6.414455062038436,5.416832114001078,7,2,1,0,0,1,0
30044,51d0193051d445e29a0dd50bd467adc4,False,True,1,6,"['W', 'R']",3.155338189386056,5.401307040781214,6.636891050251685,6.906467374293793,7.0254252678733575,7,2,1,0,0,1,0
30045,51d0193051d445e29a0dd50bd467adc4,False,True,1,7,"['W', 'R']",5.617754800590842,,6.271439424408992,,5.531695300034562,7,2,1,0,0,1,0
30058,51d0193051d445e29a0dd50bd467adc4,False,True,2,6,"['W', 'R']",3.835604989070336,4.060103949353376,4.591257608094222,,6.588861114498232,7,2,1,0,0,1,0
30059,51d0193051d445e29a0dd50bd467adc4,False,True,2,7,"['W', 'R']",3.9644875515503286,6.263166736665267,6.288558391804055,7.827081026802956,4.233779803085821,7,2,1,0,0,1,0
