,Unnamed: 0,expansion,event_type,draft_id,draft_time,rank,event_match_wins,event_match_losses,pack_number,pick_number,pick,pick_maindeck_rate,pick_sideboard_in_rate,pack_card_Abrade,pack_card_Abyssal.Harvester,pack_card_Adventuring.Gear,pack_card_Aegis.Turtle,pack_card_Aetherize,pack_card_Affectionate.Indrik,pack_card_Ajani.s.Pridemate,pack_card_Ajani..Caller.of.the.Pride,pack_card_Akroma.s.Memorial,pack_card_Alesha..Who.Laughs.at.Fate,pack_card_Ambush.Wolf,pack_card_An.Offer.You.Can.t.Refuse,pack_card_Angel.of.Finality,pack_card_Anthem.of.Champions,pack_card_Apothecary.Stomper,pack_card_Arahbo..the.First.Fang,pack_card_Arbiter.of.Woe,pack_card_Arcane.Epiphany,pack_card_Archmage.of.Runes,pack_card_Armasaur.Guide,pack_card_Ashroot.Animist,pack_card_Authority.of.the.Consuls,pack_card_Axgard.Cavalry,pack_card_Bake.into.a.Pie,pack_card_Balmor..Battlemage.Captain,pack_card_Banishing.Light,pack_card_Banner.of.Kinship,pack_card_Battlesong.Berserker,pack_card_Beast.Kin.Ranger,pack_card_Bigfin.Bouncer,pack_card_Billowing.Shriekmass,pack_card_Bite.Down,pack_card_Blanchwood.Armor,pack_card_Blasphemous.Edict,pack_card_Bloodfell.Caves,pack_card_Bloodthirsty.Conqueror,pack_card_Bloom.Tender,pack_card_Blossoming.Sands,pack_card_Boltwave,pack_card_Brass.s.Bounty,pack_card_Brazen.Scourge,pack_card_Brineborn.Cutthroat,pack_card_Broken.Wings,pack_card_Bulk.Up,pack_card_Burglar.Rat,pack_card_Burnished.Hart,pack_card_Burst.Lightning,pack_card_Bushwhack,pack_card_Cackling.Prowler,pack_card_Campus.Guide,pack_card_Cat.Collector,pack_card_Cathar.Commando,pack_card_Celestial.Armor,pack_card_Cephalid.Inkmage,pack_card_Chandra..Flameshaper,pack_card_Claws.Out,pack_card_Clinquant.Skymage,pack_card_Condemn,pack_card_Consuming.Aberration,pack_card_Courageous.Goblin,pack_card_Crackling.Cyclops,pack_card_Crypt.Feaster,pack_card_Crystal.Barricade,pack_card_Curator.of.Destinies,pack_card_Dauntless.Veteran,pack_card_Day.of.Judgment,pack_card_Dazzling.Angel,pack_card_Diregraf.Ghoul,pack_card_Dismal.Backwater,pack_card_Divine.Resilience,pack_card_Doubling.Season,pack_card_Dragon.Trainer,pack_card_Drake.Hatcher,pack_card_Drakuseth..Maw.of.Flames,pack_card_Dreadwing.Scavenger,pack_card_Dwynen.s.Elite,pack_card_Dwynen..Gilt.Leaf.Daen,pack_card_Eager.Trufflesnout,pack_card_Eaten.Alive,pack_card_Electroduplicate,pack_card_Elementalist.Adept,pack_card_Elenda..Saint.of.Dusk,pack_card_Elfsworn.Giant,pack_card_Elvish.Archdruid,pack_card_Elvish.Regrower,pack_card_Embercleave,pack_card_Empyrean.Eagle,pack_card_Erudite.Wizard,pack_card_Essence.Scatter,pack_card_Etali..Primal.Storm,pack_card_Evolving.Wilds,pack_card_Exemplar.of.Light,pack_card_Exsanguinate,pack_card_Extravagant.Replication,pack_card_Faebloom.Trick,pack_card_Fake.Your.Own.Death,pack_card_Fanatical.Firebrand,pack_card_Felidar.Savior,pack_card_Felling.Blow,pack_card_Fiend.Artisan,pack_card_Fiendish.Panda,pack_card_Fiery.Annihilation,pack_card_Firebrand.Archer,pack_card_Firespitter.Whelp,pack_card_Fishing.Pole,pack_card_Flamewake.Phoenix,pack_card_Fleeting.Distraction,pack_card_Fleeting.Flight,pack_card_Forest,pack_card_Frenzied.Goblin,pack_card_Garruk.s.Uprising,pack_card_Genesis.Wave,pack_card_Ghalta..Primal.Hunger,pack_card_Giada..Font.of.Hope,pack_card_Giant.Growth,pack_card_Gleaming.Barrier,pack_card_Gnarlid.Colony,pack_card_Goblin.Boarders,pack_card_Goblin.Bushwhacker,pack_card_Goblin.Negotiation,pack_card_Goblin.Surprise,pack_card_Goldvein.Pick,pack_card_Good.Fortune.Unicorn,pack_card_Gorehorn.Raider,pack_card_Grappling.Kraken,pack_card_Grim.Tutor,pack_card_Grow.from.the.Ashes,pack_card_Guarded.Heir,pack_card_Gutless.Plunderer,pack_card_Hare.Apparent,pack_card_Healer.s.Hawk,pack_card_Heartfire.Immolator,pack_card_Helpful.Hunter,pack_card_Herald.of.Eternal.Dawn,pack_card_Heraldic.Banner,pack_card_Hero.s.Downfall,pack_card_Heroic.Reinforcements,pack_card_Hidetsugu.s.Second.Rite,pack_card_High.Fae.Trickster,pack_card_High.Society.Hunter,pack_card_Homunculus.Horde,pack_card_Hungry.Ghoul,pack_card_Icewind.Elemental,pack_card_Imprisoned.in.the.Moon,pack_card_Incinerating.Blast,pack_card_Infernal.Vessel,pack_card_Infestation.Sage,pack_card_Inspiration.from.Beyond,pack_card_Inspiring.Call,pack_card_Inspiring.Paladin,pack_card_Involuntary.Employment,pack_card_Island,pack_card_Joust.Through,pack_card_Juggernaut,pack_card_Jungle.Hollow,pack_card_Kaito..Cunning.Infiltrator,pack_card_Kellan..Planar.Trailblazer,pack_card_Kiora..the.Rising.Tide,pack_card_Koma..World.Eater,pack_card_Krenko..Mob.Boss,pack_card_Kykar..Zephyr.Awakener,pack_card_Lathril..Blade.of.the.Elves,pack_card_Leyline.Axe,pack_card_Lightshell.Duo,pack_card_Liliana..Dreadhorde.General,pack_card_Llanowar.Elves,pack_card_Loot..Exuberant.Explorer,pack_card_Luminous.Rebuke,pack_card_Lunar.Insight,pack_card_Macabre.Waltz,pack_card_Make.Your.Move,pack_card_Marauding.Blight.Priest,pack_card_Meteor.Golem,pack_card_Micromancer,pack_card_Midnight.Snack,pack_card_Mild.Mannered.Librarian,pack_card_Mischievous.Mystic,pack_card_Mischievous.Pup,pack_card_Mocking.Sprite,pack_card_Mossborn.Hydra,pack_card_Mountain,pack_card_Muldrotha..the.Gravetide,pack_card_Needletooth.Pack,pack_card_Nessian.Hornbeetle,pack_card_Nine.Lives.Familiar,pack_card_Niv.Mizzet..Visionary,pack_card_Omniscience,pack_card_Overrun,pack_card_Painful.Quandary,pack_card_Paradise.Druid,pack_card_Perforating.Artist,pack_card_Phyrexian.Arena,pack_card_Pilfer,pack_card_Plains,pack_card_Preposterous.Proportions,pack_card_Prideful.Parent,pack_card_Progenitus,pack_card_Quakestrider.Ceratops,pack_card_Quick.Draw.Katana,pack_card_Quilled.Greatwurm,pack_card_Raise.the.Past,pack_card_Ravenous.Amulet,pack_card_Reassembling.Skeleton,pack_card_Reclamation.Sage,pack_card_Refute,pack_card_Resolute.Reinforcements,pack_card_Revenge.of.the.Rats,pack_card_Rise.of.the.Dark.Realms,pack_card_Rite.of.the.Dragoncaller,pack_card_Rogue.s.Passage,pack_card_Ruby..Daring.Tracker,pack_card_Rugged.Highlands,pack_card_Run.Away.Together,pack_card_Rune.Scarred.Demon,pack_card_Rune.Sealed.Wall,pack_card_Sanguine.Syphoner,pack_card_Savannah.Lions,pack_card_Scavenging.Ooze,pack_card_Scoured.Barrens,pack_card_Scrawling.Crawler,pack_card_Searslicer.Goblin,pack_card_Secluded.Courtyard,pack_card_Seeker.s.Folly,pack_card_Seismic.Rupture,pack_card_Self.Reflection,pack_card_Serra.Angel,pack_card_Shivan.Dragon,pack_card_Sire.of.Seven.Deaths,pack_card_Skyknight.Squire,pack_card_Skyship.Buccaneer,pack_card_Slagstorm,pack_card_Slumbering.Cerberus,pack_card_Snakeskin.Veil,pack_card_Solemn.Simulacrum,pack_card_Soul.Shackled.Zombie,pack_card_Soulstone.Sanctuary,pack_card_Sower.of.Chaos,pack_card_Spectral.Sailor,pack_card_Sphinx.of.Forgotten.Lore,pack_card_Sphinx.s.Tutelage,pack_card_Spinner.of.Souls,pack_card_Spitfire.Lagac,pack_card_Squad.Rallier,pack_card_Stab,pack_card_Strix.Lookout,pack_card_Stroke.of.Midnight,pack_card_Stromkirk.Bloodthief,pack_card_Strongbox.Raider,pack_card_Sun.Blessed.Healer,pack_card_Sure.Strike,pack_card_Swamp,pack_card_Swiftblade.Vindicator,pack_card_Swiftfoot.Boots,pack_card_Swiftwater.Cliffs,pack_card_Sylvan.Scavenging,pack_card_Tatyova..Benthic.Druid,pack_card_Temporal.Manipulation,pack_card_Think.Twice,pack_card_Thornwood.Falls,pack_card_Thousand.Year.Storm,pack_card_Thrill.of.Possibility,pack_card_Time.Stop,pack_card_Tinybones..Bauble.Burglar,pack_card_Tolarian.Terror,pack_card_Tragic.Banshee,pack_card_Tranquil.Cove,pack_card_Treetop.Snarespinner,pack_card_Twinblade.Blessing,pack_card_Twinflame.Tyrant,pack_card_Uncharted.Voyage,pack_card_Valkyrie.s.Call,pack_card_Vampire.Gourmand,pack_card_Vampire.Nighthawk,pack_card_Vampire.Soulcaller,pack_card_Vanguard.Seraph,pack_card_Vengeful.Bloodwitch,pack_card_Vivien.Reid,pack_card_Wardens.of.the.Cycle,pack_card_Wary.Thespian,pack_card_Wildwood.Scourge,pack_card_Wind.Scarred.Crag,pack_card_Witness.Protection,pack_card_Youthful.Valkyrie,pack_card_Zimone..Paradox.Sculptor,pack_card_Zombify,pack_card_Zul.Ashur..Lich.Lord,pool_Abrade,pool_Abyssal.Harvester,pool_Adventuring.Gear,pool_Aegis.Turtle,pool_Aetherize,pool_Affectionate.Indrik,pool_Ajani.s.Pridemate,pool_Ajani..Caller.of.the.Pride,pool_Akroma.s.Memorial,pool_Alesha..Who.Laughs.at.Fate,pool_Ambush.Wolf,pool_An.Offer.You.Can.t.Refuse,pool_Angel.of.Finality,pool_Anthem.of.Champions,pool_Apothecary.Stomper,pool_Arahbo..the.First.Fang,pool_Arbiter.of.Woe,pool_Arcane.Epiphany,pool_Archmage.of.Runes,pool_Armasaur.Guide,pool_Ashroot.Animist,pool_Authority.of.the.Consuls,pool_Axgard.Cavalry,pool_Bake.into.a.Pie,pool_Balmor..Battlemage.Captain,pool_Banishing.Light,pool_Banner.of.Kinship,pool_Battlesong.Berserker,pool_Beast.Kin.Ranger,pool_Bigfin.Bouncer,pool_Billowing.Shriekmass,pool_Bite.Down,pool_Blanchwood.Armor,pool_Blasphemous.Edict,pool_Bloodfell.Caves,pool_Bloodthirsty.Conqueror,pool_Bloom.Tender,pool_Blossoming.Sands,pool_Boltwave,pool_Brass.s.Bounty,pool_Brazen.Scourge,pool_Brineborn.Cutthroat,pool_Broken.Wings,pool_Bulk.Up,pool_Burglar.Rat,pool_Burnished.Hart,pool_Burst.Lightning,pool_Bushwhack,pool_Cackling.Prowler,pool_Campus.Guide,pool_Cat.Collector,pool_Cathar.Commando,pool_Celestial.Armor,pool_Cephalid.Inkmage,pool_Chandra..Flameshaper,pool_Claws.Out,pool_Clinquant.Skymage,pool_Condemn,pool_Consuming.Aberration,pool_Courageous.Goblin,pool_Crackling.Cyclops,pool_Crypt.Feaster,pool_Crystal.Barricade,pool_Curator.of.Destinies,pool_Dauntless.Veteran,pool_Day.of.Judgment,pool_Dazzling.Angel,pool_Diregraf.Ghoul,pool_Dismal.Backwater,pool_Divine.Resilience,pool_Doubling.Season,pool_Dragon.Trainer,pool_Drake.Hatcher,pool_Drakuseth..Maw.of.Flames,pool_Dreadwing.Scavenger,pool_Dwynen.s.Elite,pool_Dwynen..Gilt.Leaf.Daen,pool_Eager.Trufflesnout,pool_Eaten.Alive,pool_Electroduplicate,pool_Elementalist.Adept,pool_Elenda..Saint.of.Dusk,pool_Elfsworn.Giant,pool_Elvish.Archdruid,pool_Elvish.Regrower,pool_Embercleave,pool_Empyrean.Eagle,pool_Erudite.Wizard,pool_Essence.Scatter,pool_Etali..Primal.Storm,pool_Evolving.Wilds,pool_Exemplar.of.Light,pool_Exsanguinate,pool_Extravagant.Replication,pool_Faebloom.Trick,pool_Fake.Your.Own.Death,pool_Fanatical.Firebrand,pool_Felidar.Savior,pool_Felling.Blow,pool_Fiend.Artisan,pool_Fiendish.Panda,pool_Fiery.Annihilation,pool_Firebrand.Archer,pool_Firespitter.Whelp,pool_Fishing.Pole,pool_Flamewake.Phoenix,pool_Fleeting.Distraction,pool_Fleeting.Flight,pool_Forest,pool_Frenzied.Goblin,pool_Garruk.s.Uprising,pool_Genesis.Wave,pool_Ghalta..Primal.Hunger,pool_Giada..Font.of.Hope,pool_Giant.Growth,pool_Gleaming.Barrier,pool_Gnarlid.Colony,pool_Goblin.Boarders,pool_Goblin.Bushwhacker,pool_Goblin.Negotiation,pool_Goblin.Surprise,pool_Goldvein.Pick,pool_Good.Fortune.Unicorn,pool_Gorehorn.Raider,pool_Grappling.Kraken,pool_Grim.Tutor,pool_Grow.from.the.Ashes,pool_Guarded.Heir,pool_Gutless.Plunderer,pool_Hare.Apparent,pool_Healer.s.Hawk,pool_Heartfire.Immolator,pool_Helpful.Hunter,pool_Herald.of.Eternal.Dawn,pool_Heraldic.Banner,pool_Hero.s.Downfall,pool_Heroic.Reinforcements,pool_Hidetsugu.s.Second.Rite,pool_High.Fae.Trickster,pool_High.Society.Hunter,pool_Homunculus.Horde,pool_Hungry.Ghoul,pool_Icewind.Elemental,pool_Imprisoned.in.the.Moon,pool_Incinerating.Blast,pool_Infernal.Vessel,pool_Infestation.Sage,pool_Inspiration.from.Beyond,pool_Inspiring.Call,pool_Inspiring.Paladin,pool_Involuntary.Employment,pool_Island,pool_Joust.Through,pool_Juggernaut,pool_Jungle.Hollow,pool_Kaito..Cunning.Infiltrator,pool_Kellan..Planar.Trailblazer,pool_Kiora..the.Rising.Tide,pool_Koma..World.Eater,pool_Krenko..Mob.Boss,pool_Kykar..Zephyr.Awakener,pool_Lathril..Blade.of.the.Elves,pool_Leyline.Axe,pool_Lightshell.Duo,pool_Liliana..Dreadhorde.General,pool_Llanowar.Elves,pool_Loot..Exuberant.Explorer,pool_Luminous.Rebuke,pool_Lunar.Insight,pool_Macabre.Waltz,pool_Make.Your.Move,pool_Marauding.Blight.Priest,pool_Meteor.Golem,pool_Micromancer,pool_Midnight.Snack,pool_Mild.Mannered.Librarian,pool_Mischievous.Mystic,pool_Mischievous.Pup,pool_Mocking.Sprite,pool_Mossborn.Hydra,pool_Mountain,pool_Muldrotha..the.Gravetide,pool_Needletooth.Pack,pool_Nessian.Hornbeetle,pool_Nine.Lives.Familiar,pool_Niv.Mizzet..Visionary,pool_Omniscience,pool_Overrun,pool_Painful.Quandary,pool_Paradise.Druid,pool_Perforating.Artist,pool_Phyrexian.Arena,pool_Pilfer,pool_Plains,pool_Preposterous.Proportions,pool_Prideful.Parent,pool_Progenitus,pool_Quakestrider.Ceratops,pool_Quick.Draw.Katana,pool_Quilled.Greatwurm,pool_Raise.the.Past,pool_Ravenous.Amulet,pool_Reassembling.Skeleton,pool_Reclamation.Sage,pool_Refute,pool_Resolute.Reinforcements,pool_Revenge.of.the.Rats,pool_Rise.of.the.Dark.Realms,pool_Rite.of.the.Dragoncaller,pool_Rogue.s.Passage,pool_Ruby..Daring.Tracker,pool_Rugged.Highlands,pool_Run.Away.Together,pool_Rune.Scarred.Demon,pool_Rune.Sealed.Wall,pool_Sanguine.Syphoner,pool_Savannah.Lions,pool_Scavenging.Ooze,pool_Scoured.Barrens,pool_Scrawling.Crawler,pool_Searslicer.Goblin,pool_Secluded.Courtyard,pool_Seeker.s.Folly,pool_Seismic.Rupture,pool_Self.Reflection,pool_Serra.Angel,pool_Shivan.Dragon,pool_Sire.of.Seven.Deaths,pool_Skyknight.Squire,pool_Skyship.Buccaneer,pool_Slagstorm,pool_Slumbering.Cerberus,pool_Snakeskin.Veil,pool_Solemn.Simulacrum,pool_Soul.Shackled.Zombie,pool_Soulstone.Sanctuary,pool_Sower.of.Chaos,pool_Spectral.Sailor,pool_Sphinx.of.Forgotten.Lore,pool_Sphinx.s.Tutelage,pool_Spinner.of.Souls,pool_Spitfire.Lagac,pool_Squad.Rallier,pool_Stab,pool_Strix.Lookout,pool_Stroke.of.Midnight,pool_Stromkirk.Bloodthief,pool_Strongbox.Raider,pool_Sun.Blessed.Healer,pool_Sure.Strike,pool_Swamp,pool_Swiftblade.Vindicator,pool_Swiftfoot.Boots,pool_Swiftwater.Cliffs,pool_Sylvan.Scavenging,pool_Tatyova..Benthic.Druid,pool_Temporal.Manipulation,pool_Think.Twice,pool_Thornwood.Falls,pool_Thousand.Year.Storm,pool_Thrill.of.Possibility,pool_Time.Stop,pool_Tinybones..Bauble.Burglar,pool_Tolarian.Terror,pool_Tragic.Banshee,pool_Tranquil.Cove,pool_Treetop.Snarespinner,pool_Twinblade.Blessing,pool_Twinflame.Tyrant,pool_Uncharted.Voyage,pool_Valkyrie.s.Call,pool_Vampire.Gourmand,pool_Vampire.Nighthawk,pool_Vampire.Soulcaller,pool_Vanguard.Seraph,pool_Vengeful.Bloodwitch,pool_Vivien.Reid,pool_Wardens.of.the.Cycle,pool_Wary.Thespian,pool_Wildwood.Scourge,pool_Wind.Scarred.Crag,pool_Witness.Protection,pool_Youthful.Valkyrie,pool_Zimone..Paradox.Sculptor,pool_Zombify,pool_Zul.Ashur..Lich.Lord,user_n_games_bucket,user_game_win_rate_bucket,B_min,B_mean,U_min,U_mean,R_min,R_mean,G_min,G_mean,WUBRG_min,WUBRG_mean,W_min,W_mean,color_identity,treatment,instrument,best_cards
1601,1602,FDN,TradDraft,9044963a5b1541c6a51133b1615f5247,2024-11-13 23:50:31,,1,2,0,5,Overrun,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.54,,,,,,,4.821894336030462,4.821894336030462,,,,,"['R', 'W']",True,True,"229    Overrun
Name: Name, dtype: object"
1769,1770,FDN,TradDraft,378964ce483f4721b890180802fbc052,2024-11-13 01:07:31,,3,0,0,5,Progenitus,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.54,,,,,,,,,5.856930840011873,5.856930840011873,,,"['R', 'B']",True,True,"243    Progenitus
Name: Name, dtype: object"
2021,2022,FDN,TradDraft,b697fa9729da49bf8d8ab875b6e19ba3,2024-11-13 18:51:21,,1,2,0,5,Abrade,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.54,,,,,3.0929177352535016,3.0929177352535016,,,,,,,"['G', 'B']",True,True,"187    Abrade
Name: Name, dtype: object"
5443,5444,FDN,TradDraft,d2e45fe5940b4462a19f184d330bf11b,2024-11-14 17:32:51,,2,1,0,5,Micromancer,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.54,,,3.9549519926344874,3.9549519926344874,,,,,,,,,"['B', 'R']",True,True,"157    Micromancer
Name: Name, dtype: object"
