,draft_id,treatment,control,pack_number,pick_number,color_identity,W_mean,U_mean,B_mean,R_mean,G_mean,event_match_wins,event_match_losses,W_id,U_id,B_id,R_id,G_id
7,ca9c82901d6844109a9fae4726b5d99f,False,True,0,7,"['W', 'G']",,5.939529594932941,8.299559126601102,7.166909214723,7.402078693392725,1,3,1,0,0,0,1
20,ca9c82901d6844109a9fae4726b5d99f,False,True,1,6,"['G', 'W']",,6.036870600757185,6.097200868228272,6.565308789635713,,1,3,1,0,0,0,1
22,ca9c82901d6844109a9fae4726b5d99f,False,True,1,8,"['W', 'G']",6.819422721455993,7.094136050978858,3.604352610343563,7.276648605793861,,1,3,1,0,0,0,1
23,ca9c82901d6844109a9fae4726b5d99f,False,True,1,9,"['W', 'G']",5.617754800590842,4.538467258216428,,6.71616251723299,,1,3,1,0,0,0,1
34,ca9c82901d6844109a9fae4726b5d99f,False,True,2,6,"['G', 'W']",,6.298852252203068,6.472305439801779,7.450302705188137,7.432741859920356,1,3,1,0,0,0,1
35,ca9c82901d6844109a9fae4726b5d99f,False,True,2,7,"['G', 'W']",4.555513319102897,5.1362890404636135,4.791639782468431,6.545604684333008,6.588861114498232,1,3,1,0,0,0,1
36,ca9c82901d6844109a9fae4726b5d99f,False,True,2,8,"['G', 'W']",5.949627774299033,,4.80966968566862,6.7072988297744,7.0254252678733575,1,3,1,0,0,0,1
47,ab17c92eb51048fd8ec2ca1daa9b575d,False,True,0,5,"['W', 'R']",6.066453474767958,6.600290464808527,5.261493937466776,6.877293449212872,4.4196420852425,4,3,1,0,0,1,0
48,ab17c92eb51048fd8ec2ca1daa9b575d,False,True,0,6,"['W', 'R']",,4.285554780181438,6.472305439801779,7.095835628247803,4.848116666431008,4,3,1,0,0,1,0
49,ab17c92eb51048fd8ec2ca1daa9b575d,False,True,0,7,"['W', 'R']",5.61433219937879,4.784923138887025,6.957599326168527,6.414455062038436,,4,3,1,0,0,1,0
54,ab17c92eb51048fd8ec2ca1daa9b575d,True,False,0,12,"['W', 'R']",,5.677087583031783,,,,4,3,1,0,0,1,0
61,ab17c92eb51048fd8ec2ca1daa9b575d,False,True,1,5,"['R', 'W']",4.162850309327321,,4.717808937972689,7.450302705188137,4.898472795624021,4,3,1,0,0,1,0
62,ab17c92eb51048fd8ec2ca1daa9b575d,False,True,1,6,"['W', 'R']",7.750222094855997,6.756281560751626,,6.906647356276695,5.132015628485493,4,3,1,0,0,1,0
63,ab17c92eb51048fd8ec2ca1daa9b575d,False,True,1,7,"['W', 'R']",,4.784923138887025,,6.752288632208347,4.672677815837195,4,3,1,0,0,1,0
64,ab17c92eb51048fd8ec2ca1daa9b575d,False,True,1,8,"['R', 'W']",,,6.472305439801779,6.906647356276695,5.988295856571345,4,3,1,0,0,1,0
75,ab17c92eb51048fd8ec2ca1daa9b575d,False,True,2,5,"['R', 'W']",5.949627774299033,5.1362890404636135,5.852229536385153,5.61318695755112,,4,3,1,0,0,1,0
76,ab17c92eb51048fd8ec2ca1daa9b575d,False,True,2,6,"['R', 'W']",,4.260039115084707,3.167477575877933,8.018023774880291,6.263306295900858,4,3,1,0,0,1,0
91,1a2d1e80daf948e9af5cd063c903bc26,False,True,0,7,"['U', 'W']",,5.761234307168837,3.167477575877933,7.232343781394414,5.630943630915362,3,3,1,1,0,0,0
93,1a2d1e80daf948e9af5cd063c903bc26,False,True,0,9,"['U', 'W']",,6.706330905687085,4.795824777549623,7.0157384638112585,,3,3,1,1,0,0,0
105,1a2d1e80daf948e9af5cd063c903bc26,False,True,1,7,"['U', 'G']",3.705830952781045,6.328222117890031,6.271439424408992,7.450302705188137,4.750281995661605,3,3,0,1,0,0,1
106,1a2d1e80daf948e9af5cd063c903bc26,False,True,1,8,"['U', 'G']",,5.586611749219762,3.055613395800798,5.468582728785604,7.402078693392725,3,3,0,1,0,0,1
117,1a2d1e80daf948e9af5cd063c903bc26,False,True,2,5,"['U', 'G']",,4.8373781493400205,2.8590323703445875,7.734417705460515,5.687492163009404,3,3,0,1,0,0,1
118,1a2d1e80daf948e9af5cd063c903bc26,False,True,2,6,"['U', 'G']",5.55366177206568,6.921011058451817,,7.232343781394414,6.5165111621540435,3,3,0,1,0,0,1
119,1a2d1e80daf948e9af5cd063c903bc26,False,True,2,7,"['G', 'U']",,4.538467258216428,3.580251601638962,8.895006784260515,5.221703847291126,3,3,0,1,0,0,1
131,73cb3a0097f34ac9b517df5c914a78d8,False,True,0,5,"['R', 'G']",5.230885737952196,7.2000562271577175,6.159639846924311,8.025193545343235,,6,1,0,0,0,1,1
132,73cb3a0097f34ac9b517df5c914a78d8,True,False,0,6,"['R', 'G']",,5.816301654597643,6.097200868228272,7.7177149655658,7.791540544846264,6,1,0,0,0,1,1
134,73cb3a0097f34ac9b517df5c914a78d8,False,True,0,8,"['R', 'U']",,,5.109391420037169,7.894914440171099,7.693606542960162,6,1,0,1,0,1,0
135,73cb3a0097f34ac9b517df5c914a78d8,False,True,0,9,"['R', 'U']",6.62683938609101,4.260039115084707,3.167477575877933,6.71616251723299,,6,1,0,1,0,1,0
138,73cb3a0097f34ac9b517df5c914a78d8,False,True,0,12,"['U', 'R']",,,4.791639782468431,7.617655912213009,,6,1,0,1,0,1,0
146,73cb3a0097f34ac9b517df5c914a78d8,False,True,1,6,"['R', 'U']",7.750222094855997,7.094136050978858,,7.916419203167533,,6,1,0,1,0,1,0
148,73cb3a0097f34ac9b517df5c914a78d8,False,True,1,8,"['R', 'U']",5.617754800590842,7.094136050978858,4.176257307056705,6.924169797637233,,6,1,0,1,0,1,0
152,73cb3a0097f34ac9b517df5c914a78d8,False,True,1,12,"['U', 'R']",,,4.113482416256844,,,6,1,0,1,0,1,0
158,73cb3a0097f34ac9b517df5c914a78d8,False,True,2,4,"['U', 'R']",3.752855343373369,5.740692422164877,4.176257307056705,6.935641299374714,5.659928240133018,6,1,0,1,0,1,0
160,73cb3a0097f34ac9b517df5c914a78d8,False,True,2,6,"['U', 'R']",6.266965923351675,7.094136050978858,6.633078218094315,6.7072988297744,6.069916613213598,6,1,0,1,0,1,0
161,73cb3a0097f34ac9b517df5c914a78d8,False,True,2,7,"['U', 'R']",,7.190622559270364,5.416583456020454,8.883181524065503,,6,1,0,1,0,1,0
163,73cb3a0097f34ac9b517df5c914a78d8,False,True,2,9,"['U', 'R']",,6.517059301380991,4.80966968566862,6.7072988297744,,6,1,0,1,0,1,0
164,73cb3a0097f34ac9b517df5c914a78d8,False,True,2,10,"['U', 'R']",,,4.483948544762568,8.268224364510631,,6,1,0,1,0,1,0
166,73cb3a0097f34ac9b517df5c914a78d8,True,False,2,12,"['U', 'R']",,,4.176257307056705,,,6,1,0,1,0,1,0
188,9b445ef2788b47768abaf3622a13cba3,False,True,1,6,"['W', 'U']",7.278926199607146,,6.271439424408992,5.533674691965423,7.0254252678733575,2,3,1,1,0,0,0
191,9b445ef2788b47768abaf3622a13cba3,False,True,1,9,"['W', 'U']",7.750222094855997,7.094136050978858,3.604352610343563,8.883181524065503,,2,3,1,1,0,0,0
204,9b445ef2788b47768abaf3622a13cba3,False,True,2,8,"['U', 'W']",5.742449886285503,,6.169298863293431,,4.4196420852425,2,3,1,1,0,0,0
215,7fba855881784daf9136c9a61ab2c1eb,True,False,0,5,"['R', 'B']",4.791121176070585,7.094136050978858,4.791639782468431,7.167205566620968,7.191848438445605,5,3,0,0,1,1,0
218,7fba855881784daf9136c9a61ab2c1eb,False,True,0,8,"['R', 'W']",,,6.288558391804055,6.337371697795726,5.25818253819996,5,3,1,0,0,1,0
220,7fba855881784daf9136c9a61ab2c1eb,False,True,0,10,"['R', 'G']",,5.346141854104996,6.809691930983429,,7.0254252678733575,5,3,0,0,0,1,1
232,7fba855881784daf9136c9a61ab2c1eb,False,True,1,8,"['G', 'R']",,4.285554780181438,6.809691930983429,6.545604684333008,5.687492163009404,5,3,0,0,0,1,1
242,7fba855881784daf9136c9a61ab2c1eb,False,True,2,4,"['G', 'R']",2.537111517367459,6.399861592660072,3.604352610343563,7.445144521558402,7.0254252678733575,5,3,0,0,0,1,1
243,7fba855881784daf9136c9a61ab2c1eb,False,True,2,5,"['G', 'R']",,6.265134794212635,4.70830910930234,8.883181524065503,7.116048962937776,5,3,0,0,0,1,1
244,7fba855881784daf9136c9a61ab2c1eb,True,False,2,6,"['G', 'R']",3.835604989070336,6.26984804507427,8.299559126601102,8.883181524065503,7.402078693392725,5,3,0,0,0,1,1
247,7fba855881784daf9136c9a61ab2c1eb,False,True,2,9,"['G', 'R']",,6.726894647967815,4.791639782468431,6.414455062038436,,5,3,0,0,0,1,1
250,7fba855881784daf9136c9a61ab2c1eb,False,True,2,12,"['R', 'G']",,,,6.906647356276695,,5,3,0,0,0,1,1
258,9d194f479d7c4f07ae818712c59ff9e4,False,True,0,6,"['W', 'G']",5.617754800590842,6.517059301380991,6.097200868228272,8.895006784260515,6.690090333931049,1,3,1,0,0,0,1
272,9d194f479d7c4f07ae818712c59ff9e4,False,True,1,6,"['W', 'R']",5.949627774299033,,6.180267595732116,6.7072988297744,3.2230542319037894,1,3,1,0,0,1,0
273,9d194f479d7c4f07ae818712c59ff9e4,False,True,1,7,"['W', 'R']",3.984491264614189,7.2000562271577175,5.716357913900654,3.119778092188547,5.659928240133018,1,3,1,0,0,1,0
274,9d194f479d7c4f07ae818712c59ff9e4,False,True,1,8,"['W', 'R']",7.750222094855997,6.517059301380991,5.733518351239518,6.935641299374714,,1,3,1,0,0,1,0
275,9d194f479d7c4f07ae818712c59ff9e4,False,True,1,9,"['W', 'R']",,6.312506894345534,6.472305439801779,7.141040765500065,5.834508953711018,1,3,1,0,0,1,0
284,9d194f479d7c4f07ae818712c59ff9e4,False,True,2,4,"['W', 'R']",3.835604989070336,,4.4910668623822705,6.935641299374714,5.969282871293994,1,3,1,0,0,1,0
290,9d194f479d7c4f07ae818712c59ff9e4,False,True,2,10,"['W', 'R']",,,5.380278235693826,7.78956888754899,,1,3,1,0,0,1,0
300,d430947398194280beefd38f6e60307b,False,True,0,6,"['U', 'R']",3.155338189386056,5.248235690255585,5.714265416360059,8.108302671572549,6.857757800902203,3,3,0,1,0,1,0
302,d430947398194280beefd38f6e60307b,False,True,0,8,"['U', 'R']",,5.939529594932941,5.486712351663045,,4.821894336030462,3,3,0,1,0,1,0
312,d430947398194280beefd38f6e60307b,False,True,1,4,"['U', 'R']",4.051144710531848,6.381563135961795,5.483943496229652,7.167205566620968,,3,3,0,1,0,1,0
319,d430947398194280beefd38f6e60307b,False,True,1,11,"['U', 'R']",3.835604989070336,6.921011058451817,6.793850996386851,,,3,3,0,1,0,1,0
321,d430947398194280beefd38f6e60307b,True,False,1,13,"['U', 'R']",,,4.791639782468431,,,3,3,0,1,0,1,0
327,d430947398194280beefd38f6e60307b,False,True,2,5,"['U', 'R']",5.576646983906449,4.568609254821304,4.925757061167629,,6.550289349341324,3,3,0,1,0,1,0
328,d430947398194280beefd38f6e60307b,False,True,2,6,"['U', 'G']",,6.517059301380991,6.445525932307562,8.883181524065503,,3,3,0,1,0,0,1
329,d430947398194280beefd38f6e60307b,False,True,2,7,"['U', 'G']",,6.278687271871406,4.795824777549623,6.7072988297744,7.0254252678733575,3,3,0,1,0,0,1
330,d430947398194280beefd38f6e60307b,False,True,2,8,"['U', 'G']",7.750222094855997,7.0393482972709425,4.176257307056705,7.617655912213009,,3,3,0,1,0,0,1
331,d430947398194280beefd38f6e60307b,False,True,2,9,"['U', 'G']",,5.586611749219762,6.554614406134861,,,3,3,0,1,0,0,1
332,d430947398194280beefd38f6e60307b,False,True,2,10,"['U', 'G']",,4.538467258216428,6.545599454534766,8.883181524065503,,3,3,0,1,0,0,1
342,7ac747873dda49efb09c4c29b7a17f44,True,False,0,6,"['U', 'W']",7.750222094855997,6.517059301380991,6.097200868228272,8.268224364510631,6.903069648434412,4,3,1,1,0,0,0
343,7ac747873dda49efb09c4c29b7a17f44,False,True,0,7,"['U', 'W']",,,,7.617655912213009,5.0507730735924,4,3,1,1,0,0,0
345,7ac747873dda49efb09c4c29b7a17f44,False,True,0,9,"['U', 'W']",,6.921011058451817,8.299559126601102,6.877293449212872,4.821894336030462,4,3,1,1,0,0,0
356,7ac747873dda49efb09c4c29b7a17f44,False,True,1,6,"['U', 'W']",,6.948476732478724,8.299559126601102,6.556524075931155,6.588861114498232,4,3,1,1,0,0,0
368,7ac747873dda49efb09c4c29b7a17f44,False,True,2,4,"['U', 'W']",5.742449886285503,4.784923138887025,6.271439424408992,5.9132494850439805,5.477273778343964,4,3,1,1,0,0,0
369,7ac747873dda49efb09c4c29b7a17f44,False,True,2,5,"['U', 'W']",6.266965923351675,6.81377993850545,4.846252223026242,7.697096974651619,,4,3,1,1,0,0,0
383,50f56a0990b34fc3852f1dfc73db2033,True,False,0,5,"['G', 'B']",4.0202840973467415,5.761234307168837,6.793850996386851,8.399800363616517,,3,3,0,0,1,0,1
385,50f56a0990b34fc3852f1dfc73db2033,False,True,0,7,"['G', 'B']",3.7143002855977154,6.706330905687085,6.4030949567725575,7.232343781394414,6.895668960886352,3,3,0,0,1,0,1
387,50f56a0990b34fc3852f1dfc73db2033,False,True,0,9,"['G', 'B']",,,4.486041042303164,6.781975377417367,,3,3,0,0,1,0,1
388,50f56a0990b34fc3852f1dfc73db2033,True,False,0,10,"['G', 'B']",4.555513319102897,7.190622559270364,,6.14921257149112,,3,3,0,0,1,0,1
390,50f56a0990b34fc3852f1dfc73db2033,True,False,0,12,"['G', 'B']",,4.181541376390905,,,,3,3,0,0,1,0,1
397,50f56a0990b34fc3852f1dfc73db2033,False,True,1,5,"['G', 'W']",5.503456677326024,5.240453449309974,6.636891050251685,6.906467374293793,6.588861114498232,3,3,1,0,0,0,1
398,50f56a0990b34fc3852f1dfc73db2033,False,True,1,6,"['G', 'W']",4.96859916937928,5.864544908743396,5.139176067065739,7.232343781394414,7.0254252678733575,3,3,1,0,0,0,1
403,50f56a0990b34fc3852f1dfc73db2033,False,True,1,11,"['G', 'W']",,4.538467258216428,,,3.63141823648236,3,3,1,0,0,0,1
410,50f56a0990b34fc3852f1dfc73db2033,False,True,2,4,"['G', 'W']",5.503456677326024,5.267162489281333,4.176257307056705,6.874218809981762,6.511693514260728,3,3,1,0,0,0,1
414,50f56a0990b34fc3852f1dfc73db2033,False,True,2,8,"['G', 'W']",,5.730047671121213,6.636891050251685,6.877293449212872,6.037378254614961,3,3,1,0,0,0,1
415,50f56a0990b34fc3852f1dfc73db2033,False,True,2,9,"['G', 'W']",,6.468841783588781,,5.731105204595611,5.659928240133018,3,3,1,0,0,0,1
417,50f56a0990b34fc3852f1dfc73db2033,False,True,2,11,"['G', 'W']",5.742449886285503,4.784923138887025,,,,3,3,1,0,0,0,1
426,361676301b6f4b7e98bf28c3f9dbb657,False,True,0,6,"['W', 'G']",7.750222094855997,4.784923138887025,5.88763537173355,7.341323243291276,5.659928240133018,6,3,1,0,0,0,1
427,361676301b6f4b7e98bf28c3f9dbb657,False,True,0,7,"['G', 'W']",7.750222094855997,5.733968775181952,,7.827081026802956,7.432741859920356,6,3,1,0,0,0,1
430,361676301b6f4b7e98bf28c3f9dbb657,False,True,0,10,"['W', 'G']",7.750222094855997,4.784923138887025,6.540565677696211,,,6,3,1,0,0,0,1
440,361676301b6f4b7e98bf28c3f9dbb657,False,True,1,6,"['W', 'G']",6.266965923351675,,5.531539603438712,8.025193545343235,4.750281995661605,6,3,1,0,0,0,1
443,361676301b6f4b7e98bf28c3f9dbb657,False,True,1,9,"['W', 'G']",,5.609100626049779,4.791639782468431,8.268224364510631,,6,3,1,0,0,0,1
454,361676301b6f4b7e98bf28c3f9dbb657,False,True,2,6,"['W', 'G']",3.155338189386056,4.8373781493400205,6.097200868228272,8.495742097819026,4.750281995661605,6,3,1,0,0,0,1
455,361676301b6f4b7e98bf28c3f9dbb657,False,True,2,7,"['W', 'G']",5.949627774299033,5.527763279798709,6.271439424408992,7.232343781394414,5.32766818411735,6,3,1,0,0,0,1
468,0d248a05686844958b389462a21ed402,False,True,0,6,"['G', 'U']",,5.055485485434827,4.7639594178012885,7.450302705188137,6.481503988430942,3,3,0,1,0,0,1
470,0d248a05686844958b389462a21ed402,True,False,0,8,"['G', 'U']",,,5.172778085175068,6.9323788836132865,7.116048962937776,3,3,0,1,0,0,1
479,0d248a05686844958b389462a21ed402,False,True,1,3,"['B', 'G']",,4.018694284597429,4.791639782468431,8.268224364510631,5.825446681080648,3,3,0,0,1,0,1
480,0d248a05686844958b389462a21ed402,False,True,1,4,"['B', 'G']",4.987380455421024,5.238306136532899,5.439907999949138,8.883181524065503,5.687492163009404,3,3,0,0,1,0,1
482,0d248a05686844958b389462a21ed402,False,True,1,6,"['B', 'G']",6.266965923351675,5.248235690255585,6.636891050251685,7.167205566620968,6.690090333931049,3,3,0,0,1,0,1
483,0d248a05686844958b389462a21ed402,False,True,1,7,"['G', 'B']",4.96859916937928,5.964453413246883,6.288558391804055,,,3,3,0,0,1,0,1
484,0d248a05686844958b389462a21ed402,False,True,1,8,"['G', 'B']",3.835604989070336,6.393453673227631,6.288558391804055,,,3,3,0,0,1,0,1
495,0d248a05686844958b389462a21ed402,True,False,2,5,"['G', 'U']",7.750222094855997,7.176727511068336,4.791639782468431,7.095835628247803,6.531003466762872,3,3,0,1,0,0,1
524,084df4c628294ee7b71cc03163fc675f,False,True,1,6,"['U', 'W']",3.5014685945695283,4.784923138887025,6.169298863293431,,7.046084513661887,2,3,1,1,0,0,0
537,084df4c628294ee7b71cc03163fc675f,False,True,2,5,"['U', 'W']",6.1980348526812215,6.706330905687085,4.937896017376278,8.883181524065503,7.432741859920356,2,3,1,1,0,0,0
555,29afce9ac44e4183a5940ac940c1b358,True,False,0,9,"['B', 'U']",6.266965923351675,,,6.065535967978684,4.474529485570891,7,1,0,1,1,0,0
568,29afce9ac44e4183a5940ac940c1b358,False,True,1,8,"['B', 'G']",5.617754800590842,,7.442893212535274,,6.069916613213598,7,1,0,0,1,0,1
594,4a05475f01ed44969f966ef86fd7312b,False,True,0,6,"['B', 'R']",,5.742805503669578,3.604352610343563,7.204521100578051,7.0254252678733575,4,3,0,0,1,1,0
595,4a05475f01ed44969f966ef86fd7312b,False,True,0,7,"['B', 'R']",,5.339830338215396,6.169298863293431,7.450302705188137,7.0254252678733575,4,3,0,0,1,1,0
597,4a05475f01ed44969f966ef86fd7312b,False,True,0,9,"['B', 'R']",,7.190622559270364,8.299559126601102,8.895006784260515,4.672677815837195,4,3,0,0,1,1,0
607,4a05475f01ed44969f966ef86fd7312b,False,True,1,5,"['B', 'R']",3.835604989070336,7.2000562271577175,5.223848365732849,7.083232611210564,5.630943630915362,4,3,0,0,1,1,0
610,4a05475f01ed44969f966ef86fd7312b,False,True,1,8,"['B', 'R']",,4.285554780181438,7.118372104461063,6.545604684333008,6.588861114498232,4,3,0,0,1,1,0
612,4a05475f01ed44969f966ef86fd7312b,True,False,1,10,"['B', 'R']",,,6.809691930983429,8.883181524065503,,4,3,0,0,1,1,0
622,4a05475f01ed44969f966ef86fd7312b,False,True,2,6,"['B', 'R']",6.819422721455993,6.1391468042749135,7.800409416581371,8.883181524065503,,4,3,0,0,1,1,0
623,4a05475f01ed44969f966ef86fd7312b,False,True,2,7,"['B', 'R']",5.355524527832392,4.260039115084707,6.148202141323237,,5.32766818411735,4,3,0,0,1,1,0
624,4a05475f01ed44969f966ef86fd7312b,False,True,2,8,"['B', 'R']",5.61433219937879,4.260039115084707,,6.716603663021765,7.432741859920356,4,3,0,0,1,1,0
625,4a05475f01ed44969f966ef86fd7312b,True,False,2,9,"['B', 'R']",7.750222094855997,6.517059301380991,6.271439424408992,,4.23627604750168,4,3,0,0,1,1,0
626,4a05475f01ed44969f966ef86fd7312b,True,False,2,10,"['B', 'R']",,,6.472305439801779,6.7072988297744,4.821894336030462,4,3,0,0,1,1,0
629,4a05475f01ed44969f966ef86fd7312b,True,False,2,13,"['B', 'R']",,,,,4.427127211457456,4,3,0,0,1,1,0
636,4a40e93260954abcb40e8275707fdab9,False,True,0,6,"['W', 'B']",,5.469369794440294,6.154292882153813,8.268224364510631,7.432741859920356,3,3,1,0,1,0,0
650,4a40e93260954abcb40e8275707fdab9,False,True,1,6,"['W', 'B']",4.555513319102897,5.646833098483733,6.288558391804055,7.095835628247803,4.23627604750168,3,3,1,0,1,0,0
654,4a40e93260954abcb40e8275707fdab9,False,True,1,10,"['W', 'B']",,5.314235327542864,,,5.659928240133018,3,3,1,0,1,0,0
664,4a40e93260954abcb40e8275707fdab9,False,True,2,6,"['W', 'B']",5.503456677326024,8.396405120695356,5.486712351663045,6.877293449212872,7.402078693392725,3,3,1,0,1,0,0
665,4a40e93260954abcb40e8275707fdab9,False,True,2,7,"['W', 'B']",6.384525247877513,5.388549208232849,6.037146339898634,7.648818293051969,,3,3,1,0,1,0,0
676,9d494480bda343c7b8391f4177d841a4,False,True,0,4,"['W', 'B']",6.6839884477234195,4.190696757715227,5.178705956171733,,6.069916613213598,7,2,1,0,1,0,0
692,9d494480bda343c7b8391f4177d841a4,False,True,1,6,"['W', 'B']",7.750222094855997,7.094136050978858,4.794615519552028,,5.286281368938393,7,2,1,0,1,0,0
693,9d494480bda343c7b8391f4177d841a4,False,True,1,7,"['W', 'B']",5.617754800590842,5.273078723027931,,7.617655912213009,,7,2,1,0,1,0,0
708,9d494480bda343c7b8391f4177d841a4,False,True,2,8,"['W', 'B']",5.61433219937879,4.784923138887025,2.9842458962212186,4.229866627796808,,7,2,1,0,1,0,0
711,9d494480bda343c7b8391f4177d841a4,False,True,2,11,"['W', 'B']",,5.987772849078694,,,,7,2,1,0,1,0,0
720,2650ced8563444e18f5e57d01a16605c,False,True,0,6,"['U', 'R']",5.742449886285503,7.094136050978858,8.299559126601102,7.341339713274534,4.454476931669438,2,3,0,1,0,1,0
721,2650ced8563444e18f5e57d01a16605c,False,True,0,7,"['U', 'W']",7.750222094855997,5.371463630590885,5.5336321009793075,6.7072988297744,,2,3,1,1,0,0,0
733,2650ced8563444e18f5e57d01a16605c,False,True,1,5,"['U', 'R']",,5.5725037126532255,6.097200868228272,8.142975240176606,4.750281995661605,2,3,0,1,0,1,0
734,2650ced8563444e18f5e57d01a16605c,False,True,1,6,"['U', 'R']",7.750222094855997,5.1362890404636135,,3.119778092188547,7.693606542960162,2,3,0,1,0,1,0
739,2650ced8563444e18f5e57d01a16605c,False,True,1,11,"['U', 'R']",,6.766347080579484,,,4.427127211457456,2,3,0,1,0,1,0
748,2650ced8563444e18f5e57d01a16605c,False,True,2,6,"['U', 'R']",5.503456677326024,5.816301654597643,6.1193589950424485,,5.017861495073292,2,3,0,1,0,1,0
749,2650ced8563444e18f5e57d01a16605c,False,True,2,7,"['U', 'R']",5.540051830616236,5.761234307168837,3.604352610343563,6.877293449212872,7.432741859920356,2,3,0,1,0,1,0
750,2650ced8563444e18f5e57d01a16605c,False,True,2,8,"['U', 'R']",,5.987772849078694,,6.414455062038436,3.727028978034443,2,3,0,1,0,1,0
776,586f6b2fc6ee40729f2ac40efc3ceecd,False,True,1,6,"['W', 'R']",3.907355154251317,,5.540554555038806,6.562436706028661,5.0435277257952364,7,2,1,0,0,1,0
778,586f6b2fc6ee40729f2ac40efc3ceecd,False,True,1,8,"['W', 'R']",,,4.176257307056705,5.905056245867485,6.690090333931049,7,2,1,0,0,1,0
790,586f6b2fc6ee40729f2ac40efc3ceecd,False,True,2,6,"['W', 'R']",,4.784923138887025,4.176257307056705,7.267189928288678,7.432741859920356,7,2,1,0,0,1,0
791,586f6b2fc6ee40729f2ac40efc3ceecd,False,True,2,7,"['W', 'R']",3.5963532191728493,5.586611749219762,,6.414455062038436,,7,2,1,0,0,1,0
817,99f1c586826f4dd897d42ec615e5fd0d,False,True,1,5,"['W', 'U']",5.72839762234333,4.260039115084707,6.169298863293431,6.877293449212872,,7,0,1,1,0,0,0
818,99f1c586826f4dd897d42ec615e5fd0d,False,True,1,6,"['W', 'U']",3.4134692101254807,5.1362890404636135,4.791639782468431,7.827081026802956,5.834508953711018,7,0,1,1,0,0,0
820,99f1c586826f4dd897d42ec615e5fd0d,False,True,1,8,"['W', 'U']",,6.517059301380991,,6.986564538730338,6.091511927790981,7,0,1,1,0,0,0
825,99f1c586826f4dd897d42ec615e5fd0d,True,False,1,13,"['U', 'W']",,,,,,7,0,1,1,0,0,0
832,99f1c586826f4dd897d42ec615e5fd0d,False,True,2,6,"['U', 'W']",6.908337784811978,7.190622559270364,,6.8874421465943785,4.474529485570891,7,0,1,1,0,0,0
833,99f1c586826f4dd897d42ec615e5fd0d,False,True,2,7,"['U', 'W']",5.411239621227287,7.2000562271577175,,7.085120614499743,4.23627604750168,7,0,1,1,0,0,0
834,99f1c586826f4dd897d42ec615e5fd0d,False,True,2,8,"['U', 'W']",,6.517059301380991,5.223848365732849,7.232343781394414,7.402078693392725,7,0,1,1,0,0,0
836,99f1c586826f4dd897d42ec615e5fd0d,False,True,2,10,"['U', 'W']",,5.586611749219762,4.197996196405997,,,7,0,1,1,0,0,0
859,03977e8cdcad48c887c83d42fc6e10ec,False,True,1,5,"['R', 'B']",3.642348754448399,7.094136050978858,,6.925358207360939,7.402078693392725,5,3,0,0,1,1,0
860,03977e8cdcad48c887c83d42fc6e10ec,False,True,1,6,"['R', 'B']",,4.8373781493400205,2.230546623794212,6.941295403617532,5.659928240133018,5,3,0,0,1,1,0
861,03977e8cdcad48c887c83d42fc6e10ec,False,True,1,7,"['R', 'B']",6.266965923351675,5.822294346587939,,7.118438196873934,,5,3,0,0,1,1,0
874,03977e8cdcad48c887c83d42fc6e10ec,False,True,2,6,"['R', 'B']",3.155338189386056,8.396405120695356,6.288558391804055,6.937252198197684,7.404827752948969,5,3,0,0,1,1,0
876,03977e8cdcad48c887c83d42fc6e10ec,False,True,2,8,"['B', 'R']",6.066453474767958,4.858093149901662,,7.722368469507982,,5,3,0,0,1,1,0
887,29a15a550af8404c93b884c117e62f33,False,True,0,5,"['W', 'B']",,5.872981395788082,4.811869264409778,6.7003668372905025,3.63141823648236,6,3,1,0,1,0,0
889,29a15a550af8404c93b884c117e62f33,False,True,0,7,"['B', 'W']",,4.784923138887025,5.485054151721778,6.877293449212872,7.453794753892019,6,3,1,0,1,0,0
902,29a15a550af8404c93b884c117e62f33,False,True,1,6,"['B', 'W']",5.687468020279445,,3.890035336885421,7.827081026802956,5.554866209586774,6,3,1,0,1,0,0
919,29a15a550af8404c93b884c117e62f33,False,True,2,9,"['B', 'W']",,7.190622559270364,5.324281373429242,6.7072988297744,,6,3,1,0,1,0,0
932,3ea67fd56ccc490bbecdb542d5b9b384,False,True,0,8,"['U', 'R']",,5.843547516198704,5.444420325348352,8.16674211462682,,3,3,0,1,0,1,0
935,3ea67fd56ccc490bbecdb542d5b9b384,False,True,0,11,"['U', 'R']",,,4.9464555010738085,,,3,3,0,1,0,1,0
945,3ea67fd56ccc490bbecdb542d5b9b384,False,True,1,7,"['R', 'U']",6.218588761023417,4.260039115084707,5.486712351663045,,5.507994162977844,3,3,0,1,0,1,0
947,3ea67fd56ccc490bbecdb542d5b9b384,False,True,1,9,"['R', 'U']",,4.260039115084707,3.055613395800798,8.883181524065503,,3,3,0,1,0,1,0
958,3ea67fd56ccc490bbecdb542d5b9b384,False,True,2,6,"['R', 'U']",5.503456677326024,5.772307935757253,3.0576631259484066,7.131520597434386,,3,3,0,1,0,1,0
959,3ea67fd56ccc490bbecdb542d5b9b384,False,True,2,7,"['R', 'U']",,6.703321472662196,6.169298863293431,7.167205566620968,6.511693514260728,3,3,0,1,0,1,0
973,ac072aa455c9461dae52848f442af8f5,False,True,0,7,"['R', 'U']",6.098489416047241,,4.691448695281327,7.095835628247803,,2,3,0,1,0,1,0
